231:01:02:48.500,-164.000000,196.000000,5.090000,-84.000000,13.000000,-49.000000,10.000000
231:00:56:34.500,-164.000000,196.000000,2.190000,85.000000,8.000000,23.000000,13.000000
231:00:28:22.000,-164.000000,196.000000,1.700000,128.000000,4.000000,20.000000,13.000000
231:01:23:01.000,-163.000000,197.000000,4.140000,44.000000,12.000000,38.000000,17.000000
231:00:20:28.500,-163.000000,197.000000,3.560000,172.000000,4.000000,-54.000000,6.000000
231:04:01:58.500,-163.000000,197.000000,7.290000,-155.000000,4.000000,142.000000,8.000000
231:00:22:28.500,-162.000000,198.000000,0.610000,-84.000000,4.000000,156.000000,2.000000
231:01:45:58.000,-162.000000,198.000000,1.150000,158.000000,4.000000,37.000000,16.000000
231:01:45:34.500,-162.000000,198.000000,1.780000,-142.000000,4.000000,36.000000,6.000000
231:01:45:06.500,-161.000000,199.000000,3.490000,-120.000000,4.000000,44.000000,8.000000
231:00:21:52.000,-160.000000,200.000000,1.970000,-117.000000,3.000000,109.000000,4.000000
231:00:23:01.500,-160.000000,200.000000,3.390000,-124.000000,3.000000,59.000000,3.000000
231:01:46:10.000,-160.000000,200.000000,0.690000,137.000000,4.000000,25.000000,13.000000
231:00:23:12.000,-159.000000,201.000000,6.070000,-156.000000,4.000000,37.000000,4.000000
231:00:29:10.000,-159.000000,201.000000,5.150000,-175.000000,4.000000,92.000000,11.000000
231:00:21:50.500,-158.000000,202.000000,2.560000,-103.000000,3.000000,80.000000,6.000000
231:01:03:04.500,-158.000000,202.000000,0.940000,-88.000000,10.000000,-56.000000,12.000000
231:04:02:00.500,-158.000000,202.000000,3.100000,-167.000000,5.000000,143.000000,5.000000
231:01:21:24.500,-158.000000,202.000000,2.950000,170.000000,6.000000,37.000000,11.000000
231:01:03:07.000,-157.000000,203.000000,8.010000,-81.000000,13.000000,-57.000000,12.000000
231:01:02:58.000,-157.000000,203.000000,5.830000,-67.000000,13.000000,-57.000000,13.000000
231:00:20:28.000,-157.000000,203.000000,4.790000,177.000000,4.000000,-67.000000,6.000000
231:00:29:01.000,-157.000000,203.000000,4.730000,-150.000000,4.000000,32.000000,11.000000
231:01:45:42.500,-156.000000,204.000000,1.760000,-114.000000,4.000000,31.000000,9.000000
231:01:40:38.500,-156.000000,204.000000,1.710000,160.000000,7.000000,42.000000,5.000000
231:01:02:41.000,-156.000000,204.000000,8.740000,-87.000000,12.000000,-52.000000,8.000000
231:00:21:18.500,-155.000000,205.000000,0.690000,-81.000000,4.000000,-121.000000,3.000000
231:00:23:07.000,-155.000000,205.000000,3.090000,-159.000000,6.000000,17.000000,3.000000
231:00:23:14.500,-155.000000,205.000000,4.580000,-114.000000,3.000000,88.000000,3.000000
231:01:21:23.000,-154.000000,206.000000,3.070000,131.000000,7.000000,49.000000,11.000000
231:00:23:15.000,-154.000000,206.000000,7.000000,-114.000000,3.000000,125.000000,3.000000
231:00:22:05.500,-153.000000,207.000000,1.630000,-113.000000,3.000000,126.000000,6.000000
231:00:29:09.500,-153.000000,207.000000,4.160000,139.000000,4.000000,118.000000,11.000000
231:01:40:40.000,-153.000000,207.000000,3.010000,-127.000000,8.000000,129.000000,5.000000
231:01:45:23.500,-152.000000,208.000000,3.790000,-148.000000,6.000000,43.000000,4.000000
231:00:21:57.000,-152.000000,208.000000,4.200000,178.000000,3.000000,93.000000,3.000000
231:01:25:15.000,-151.000000,209.000000,7.000000,-55.000000,8.000000,22.000000,13.000000
231:00:21:44.000,-151.000000,209.000000,0.900000,155.000000,3.000000,88.000000,4.000000
231:00:22:14.000,-151.000000,209.000000,1.900000,-89.000000,3.000000,174.000000,6.000000
231:00:23:12.500,-151.000000,209.000000,4.530000,-147.000000,4.000000,32.000000,4.000000
231:00:23:11.500,-150.000000,210.000000,4.990000,-176.000000,4.000000,40.000000,3.000000
231:01:02:58.500,-150.000000,210.000000,4.860000,-67.000000,14.000000,-57.000000,12.000000
231:01:45:41.500,-149.000000,211.000000,2.500000,-177.000000,5.000000,33.000000,7.000000
231:04:02:00.000,-148.000000,212.000000,6.000000,-166.000000,4.000000,157.000000,6.000000
231:00:21:33.500,-148.000000,212.000000,3.390000,-58.000000,4.000000,167.000000,6.000000
231:00:22:00.000,-148.000000,212.000000,5.580000,-178.000000,4.000000,92.000000,4.000000
231:01:45:24.000,-148.000000,212.000000,5.010000,-116.000000,8.000000,43.000000,5.000000
231:01:23:13.500,-147.000000,213.000000,2.160000,-178.000000,10.000000,31.000000,16.000000
231:00:22:09.000,-147.000000,213.000000,4.020000,-58.000000,3.000000,148.000000,7.000000
231:00:23:06.500,-146.000000,214.000000,3.340000,-169.000000,6.000000,20.000000,3.000000
231:04:01:57.500,-145.000000,215.000000,7.810000,-163.000000,3.000000,166.000000,7.000000
231:00:22:59.500,-145.000000,215.000000,2.590000,100.000000,3.000000,38.000000,4.000000
231:01:02:57.000,-144.000000,216.000000,3.730000,-69.000000,11.000000,-56.000000,16.000000
231:00:22:12.500,-144.000000,216.000000,2.720000,-109.000000,4.000000,126.000000,6.000000
231:01:03:07.500,-144.000000,216.000000,5.250000,-81.000000,13.000000,-55.000000,11.000000
231:00:21:41.000,-144.000000,216.000000,6.230000,172.000000,3.000000,178.000000,2.000000
231:01:25:25.500,-144.000000,216.000000,2.720000,-68.000000,9.000000,28.000000,13.000000
231:00:23:13.000,-144.000000,216.000000,2.900000,-136.000000,4.000000,29.000000,4.000000
231:01:45:30.500,-142.000000,218.000000,4.970000,-131.000000,6.000000,22.000000,6.000000
231:01:03:05.500,-140.000000,220.000000,4.220000,-88.000000,11.000000,-55.000000,13.000000
231:00:22:02.000,-140.000000,220.000000,4.750000,-166.000000,4.000000,58.000000,5.000000
231:00:22:27.000,-140.000000,220.000000,1.360000,-107.000000,5.000000,141.000000,2.000000
231:01:03:00.000,-140.000000,220.000000,9.000000,-58.000000,14.000000,-69.000000,9.000000
231:00:23:01.000,-140.000000,220.000000,1.810000,-140.000000,3.000000,32.000000,3.000000
231:00:23:02.500,-140.000000,220.000000,0.940000,-153.000000,4.000000,58.000000,4.000000
231:00:28:23.000,-139.000000,221.000000,0.810000,113.000000,4.000000,77.000000,14.000000
231:01:43:20.500,-139.000000,221.000000,2.130000,158.000000,5.000000,47.000000,8.000000
231:00:21:47.000,-138.000000,222.000000,2.020000,-101.000000,3.000000,108.000000,6.000000
231:00:23:42.000,-138.000000,222.000000,2.140000,-83.000000,5.000000,-175.000000,3.000000
231:01:24:39.500,-138.000000,222.000000,1.330000,74.000000,10.000000,24.000000,15.000000
231:01:39:54.000,-137.000000,223.000000,4.400000,-88.000000,5.000000,34.000000,10.000000
231:02:05:40.500,-137.000000,223.000000,11.570000,-66.000000,12.000000,-51.000000,12.000000
231:01:03:20.500,-137.000000,223.000000,10.600000,-76.000000,15.000000,-58.000000,10.000000
231:00:21:54.000,-137.000000,223.000000,2.380000,-106.000000,4.000000,41.000000,6.000000
231:00:22:17.000,-137.000000,223.000000,5.550000,-128.000000,3.000000,-180.000000,4.000000
231:01:03:03.500,-136.000000,224.000000,7.100000,-78.000000,9.000000,-60.000000,9.000000
231:01:02:59.000,-136.000000,224.000000,6.850000,-65.000000,15.000000,-58.000000,11.000000
231:00:22:08.500,-136.000000,224.000000,3.690000,-69.000000,4.000000,-170.000000,7.000000
231:00:28:23.500,-136.000000,224.000000,1.570000,105.000000,3.000000,119.000000,15.000000
231:00:23:15.500,-135.000000,225.000000,6.520000,-112.000000,3.000000,151.000000,2.000000
231:01:02:59.500,-135.000000,225.000000,9.510000,-61.000000,14.000000,-61.000000,10.000000
231:04:01:56.500,-135.000000,225.000000,8.090000,-168.000000,3.000000,177.000000,8.000000
231:01:23:14.500,-135.000000,225.000000,2.960000,-180.000000,10.000000,31.000000,17.000000
231:00:22:16.500,-135.000000,225.000000,3.260000,-147.000000,3.000000,154.000000,4.000000
231:01:23:01.500,-135.000000,225.000000,6.110000,47.000000,11.000000,37.000000,18.000000
231:01:45:16.500,-135.000000,225.000000,2.190000,-153.000000,4.000000,32.000000,4.000000
231:01:28:41.500,-135.000000,225.000000,2.390000,-83.000000,9.000000,-56.000000,12.000000
231:05:19:56.000,-134.000000,226.000000,4.420000,-111.000000,4.000000,-143.000000,2.000000
231:00:22:37.500,-134.000000,226.000000,4.260000,150.000000,4.000000,-170.000000,3.000000
231:01:45:42.000,-134.000000,226.000000,5.760000,-146.000000,5.000000,32.000000,8.000000
231:04:33:01.000,-134.000000,226.000000,4.410000,-66.000000,8.000000,-56.000000,11.000000
231:00:21:38.500,-134.000000,226.000000,2.600000,-133.000000,5.000000,165.000000,2.000000
231:01:02:40.500,-134.000000,226.000000,6.530000,-92.000000,13.000000,-51.000000,7.000000
231:01:02:57.500,-134.000000,226.000000,4.930000,-68.000000,12.000000,-56.000000,14.000000
231:00:21:58.000,-134.000000,226.000000,4.540000,153.000000,2.000000,117.000000,3.000000
231:04:01:59.000,-134.000000,226.000000,5.770000,-159.000000,4.000000,167.000000,8.000000
231:00:21:59.500,-133.000000,227.000000,2.710000,137.000000,3.000000,118.000000,3.000000
231:04:01:57.000,-132.000000,228.000000,8.170000,-164.000000,3.000000,173.000000,8.000000
231:00:22:37.000,-132.000000,228.000000,4.510000,-168.000000,5.000000,145.000000,3.000000
231:04:01:56.000,-132.000000,228.000000,6.520000,-174.000000,3.000000,170.000000,8.000000
231:02:05:43.500,-132.000000,228.000000,4.480000,-71.000000,13.000000,-51.000000,10.000000
231:01:43:30.000,-131.000000,229.000000,0.990000,-97.000000,6.000000,44.000000,2.000000
231:00:21:53.500,-131.000000,229.000000,2.450000,-105.000000,3.000000,52.000000,6.000000
231:00:22:02.500,-131.000000,229.000000,4.970000,168.000000,4.000000,125.000000,5.000000
231:00:29:00.500,-130.000000,230.000000,0.950000,-179.000000,4.000000,34.000000,11.000000
231:02:47:27.500,-130.000000,230.000000,5.140000,-49.000000,8.000000,-45.000000,10.000000
231:05:19:55.000,-130.000000,230.000000,4.550000,-112.000000,4.000000,-97.000000,2.000000
231:00:22:15.000,-130.000000,230.000000,3.400000,-85.000000,3.000000,160.000000,4.000000
231:00:22:14.500,-129.000000,231.000000,4.100000,-87.000000,3.000000,171.000000,5.000000
231:01:03:22.000,-129.000000,231.000000,8.260000,-84.000000,14.000000,-46.000000,12.000000
231:00:22:04.500,-129.000000,231.000000,2.700000,-121.000000,3.000000,-173.000000,5.000000
231:01:40:35.500,-128.000000,232.000000,1.270000,-94.000000,7.000000,57.000000,3.000000
231:01:02:55.000,-128.000000,232.000000,3.400000,-65.000000,9.000000,-57.000000,16.000000
231:01:02:41.500,-128.000000,232.000000,9.380000,-83.000000,12.000000,-51.000000,8.000000
231:04:01:59.500,-128.000000,232.000000,5.650000,-165.000000,4.000000,177.000000,7.000000
231:01:45:47.500,-127.000000,233.000000,4.460000,128.000000,5.000000,29.000000,9.000000
231:00:22:29.000,-127.000000,233.000000,1.110000,-87.000000,4.000000,140.000000,2.000000
231:05:19:53.500,-127.000000,233.000000,6.290000,-102.000000,4.000000,-90.000000,4.000000
231:05:19:53.000,-127.000000,233.000000,5.680000,-91.000000,4.000000,-83.000000,5.000000
231:00:21:49.500,-126.000000,234.000000,3.980000,-120.000000,2.000000,129.000000,6.000000
231:00:23:13.500,-126.000000,234.000000,4.220000,-127.000000,4.000000,26.000000,3.000000
231:00:29:39.500,-125.000000,235.000000,1.150000,169.000000,2.000000,14.000000,12.000000
231:05:19:55.500,-125.000000,235.000000,3.460000,-112.000000,4.000000,-104.000000,2.000000
231:01:45:48.000,-125.000000,235.000000,4.850000,153.000000,4.000000,26.000000,9.000000
231:02:05:41.000,-125.000000,235.000000,6.620000,-68.000000,14.000000,-50.000000,12.000000
231:00:21:43.500,-125.000000,235.000000,2.540000,-171.000000,3.000000,110.000000,3.000000
231:00:23:14.000,-124.000000,236.000000,4.720000,-119.000000,3.000000,40.000000,3.000000
231:05:19:59.000,-124.000000,236.000000,6.600000,-111.000000,4.000000,-128.000000,2.000000
231:02:05:40.000,-124.000000,236.000000,10.590000,-64.000000,11.000000,-54.000000,11.000000
231:01:03:21.000,-123.000000,237.000000,10.200000,-77.000000,16.000000,-51.000000,10.000000
231:00:21:41.500,-123.000000,237.000000,3.700000,-173.000000,3.000000,140.000000,2.000000
231:02:47:27.000,-123.000000,237.000000,5.650000,-50.000000,7.000000,-45.000000,10.000000
231:01:46:01.000,-123.000000,237.000000,0.860000,149.000000,4.000000,-155.000000,75.000000
231:01:45:47.000,-123.000000,237.000000,5.330000,69.000000,5.000000,32.000000,9.000000
231:00:22:32.000,-123.000000,237.000000,1.700000,-157.000000,4.000000,138.000000,1.000000
231:01:03:22.500,-122.000000,238.000000,6.080000,-84.000000,13.000000,-46.000000,13.000000
231:01:23:12.500,-122.000000,238.000000,2.270000,172.000000,10.000000,30.000000,17.000000
231:00:22:08.000,-122.000000,238.000000,2.970000,-81.000000,4.000000,-116.000000,7.000000
231:04:34:55.000,-121.000000,239.000000,3.460000,-52.000000,8.000000,-39.000000,11.000000
231:00:21:56.500,-121.000000,239.000000,0.550000,-157.000000,4.000000,69.000000,4.000000
231:00:21:49.000,-121.000000,239.000000,4.190000,-133.000000,2.000000,166.000000,6.000000
231:01:03:23.500,-121.000000,239.000000,7.150000,-80.000000,12.000000,-45.000000,13.000000
231:04:34:54.500,-121.000000,239.000000,4.400000,-50.000000,9.000000,-39.000000,11.000000
231:01:02:44.000,-121.000000,239.000000,9.320000,-83.000000,13.000000,-37.000000,8.000000
231:00:22:21.000,-121.000000,239.000000,4.720000,-143.000000,3.000000,67.000000,5.000000
231:01:03:21.500,-120.000000,240.000000,11.650000,-81.000000,15.000000,-46.000000,10.000000
231:00:22:16.000,-120.000000,240.000000,1.250000,-132.000000,3.000000,119.000000,4.000000
231:01:24:49.000,-120.000000,240.000000,6.640000,168.000000,8.000000,20.000000,14.000000
231:00:21:22.500,-120.000000,240.000000,0.250000,-130.000000,4.000000,153.000000,3.000000
231:00:21:48.000,-120.000000,240.000000,2.820000,-145.000000,3.000000,140.000000,5.000000
231:01:45:15.500,-120.000000,240.000000,5.760000,-165.000000,3.000000,37.000000,5.000000
231:01:45:21.000,-120.000000,240.000000,1.300000,157.000000,6.000000,36.000000,5.000000
231:01:45:46.500,-119.000000,241.000000,7.020000,86.000000,5.000000,35.000000,9.000000
231:05:29:45.500,-119.000000,241.000000,10.620000,-115.000000,10.000000,-141.000000,2.000000
231:01:02:37.500,-119.000000,241.000000,14.130000,-96.000000,11.000000,-39.000000,8.000000
231:00:22:21.500,-119.000000,241.000000,4.180000,179.000000,3.000000,133.000000,5.000000
231:01:25:25.000,-118.000000,242.000000,1.880000,-87.000000,8.000000,26.000000,13.000000
231:01:39:47.500,-118.000000,242.000000,5.040000,-77.000000,6.000000,26.000000,13.000000
231:05:19:52.500,-118.000000,242.000000,6.320000,-83.000000,4.000000,-77.000000,5.000000
231:05:19:54.500,-118.000000,242.000000,4.880000,-110.000000,4.000000,-103.000000,3.000000
231:05:29:52.500,-117.000000,243.000000,10.460000,-106.000000,10.000000,-42.000000,15.000000
231:01:02:37.000,-117.000000,243.000000,14.730000,-92.000000,10.000000,-41.000000,8.000000
231:00:22:04.000,-117.000000,243.000000,3.340000,-136.000000,3.000000,138.000000,4.000000
231:01:45:48.500,-116.000000,244.000000,5.240000,-177.000000,4.000000,24.000000,9.000000
231:05:29:45.000,-116.000000,244.000000,11.730000,-114.000000,10.000000,-100.000000,2.000000
231:05:30:20.000,-116.000000,244.000000,10.700000,-89.000000,7.000000,-39.000000,19.000000
231:05:29:38.500,-116.000000,244.000000,6.080000,-106.000000,10.000000,-67.000000,4.000000
231:05:29:27.500,-116.000000,244.000000,14.810000,-94.000000,10.000000,-65.000000,4.000000
231:00:22:31.500,-116.000000,244.000000,3.460000,-178.000000,4.000000,133.000000,1.000000
231:05:19:57.000,-116.000000,244.000000,4.840000,-109.000000,4.000000,-145.000000,2.000000
231:00:22:07.500,-115.000000,245.000000,3.710000,-95.000000,3.000000,-118.000000,7.000000
231:00:22:15.500,-115.000000,245.000000,1.590000,-94.000000,3.000000,127.000000,5.000000
231:05:19:56.500,-115.000000,245.000000,5.250000,-111.000000,4.000000,-161.000000,2.000000
231:00:29:13.500,-115.000000,245.000000,1.990000,-164.000000,5.000000,127.000000,12.000000
231:05:29:32.500,-115.000000,245.000000,10.870000,-103.000000,10.000000,-56.000000,6.000000
231:05:29:46.000,-114.000000,246.000000,11.090000,-115.000000,10.000000,-172.000000,3.000000
231:05:29:48.000,-113.000000,247.000000,10.030000,-116.000000,9.000000,-60.000000,16.000000
231:01:03:18.000,-112.000000,248.000000,11.690000,-73.000000,16.000000,-55.000000,12.000000
231:05:29:52.000,-112.000000,248.000000,11.410000,-106.000000,9.000000,-36.000000,18.000000
231:00:21:03.000,-112.000000,248.000000,5.730000,-89.000000,4.000000,-32.000000,7.000000
231:00:22:07.000,-112.000000,248.000000,4.700000,-104.000000,3.000000,-146.000000,7.000000
231:05:29:44.500,-112.000000,248.000000,9.830000,-113.000000,10.000000,-108.000000,2.000000
231:05:29:44.000,-112.000000,248.000000,11.420000,-112.000000,10.000000,-119.000000,2.000000
231:05:19:58.500,-112.000000,248.000000,6.970000,-110.000000,4.000000,-123.000000,2.000000
231:05:29:50.500,-111.000000,249.000000,7.580000,-107.000000,7.000000,-12.000000,38.000000
231:00:22:03.500,-111.000000,249.000000,4.230000,-156.000000,3.000000,123.000000,5.000000
231:00:23:43.000,-111.000000,249.000000,2.070000,-67.000000,4.000000,-123.000000,3.000000
231:05:29:50.000,-110.000000,250.000000,8.350000,-109.000000,7.000000,0.000000,0.000000
231:01:02:35.500,-110.000000,250.000000,12.020000,-81.000000,7.000000,-31.000000,7.000000
231:01:03:23.000,-110.000000,250.000000,10.050000,-82.000000,12.000000,-49.000000,13.000000
231:05:29:43.500,-110.000000,250.000000,10.980000,-111.000000,10.000000,-135.000000,2.000000
231:05:29:43.000,-110.000000,250.000000,11.710000,-111.000000,10.000000,-155.000000,1.000000
231:05:30:53.500,-110.000000,250.000000,8.840000,-86.000000,6.000000,-53.000000,8.000000
231:00:21:18.000,-110.000000,250.000000,2.490000,-80.000000,4.000000,-153.000000,3.000000
231:02:47:13.000,-109.000000,251.000000,6.280000,-55.000000,10.000000,-46.000000,7.000000
231:00:21:53.000,-109.000000,251.000000,3.440000,-115.000000,3.000000,66.000000,5.000000
231:05:29:46.500,-109.000000,251.000000,11.140000,-114.000000,9.000000,-140.000000,3.000000
231:05:29:41.000,-109.000000,251.000000,12.130000,-108.000000,10.000000,-121.000000,2.000000
231:00:22:20.000,-109.000000,251.000000,4.370000,-114.000000,3.000000,73.000000,5.000000
231:01:25:14.500,-109.000000,251.000000,4.890000,-62.000000,8.000000,22.000000,13.000000
231:05:29:32.000,-109.000000,251.000000,9.980000,-103.000000,9.000000,-54.000000,5.000000
231:05:19:54.000,-109.000000,251.000000,7.230000,-105.000000,4.000000,-100.000000,3.000000
231:00:23:00.500,-109.000000,251.000000,4.460000,-179.000000,3.000000,27.000000,3.000000
231:00:29:40.000,-109.000000,251.000000,5.600000,164.000000,2.000000,71.000000,12.000000
231:00:21:57.500,-108.000000,252.000000,4.770000,162.000000,3.000000,97.000000,3.000000
231:01:45:16.000,-108.000000,252.000000,4.790000,-128.000000,3.000000,34.000000,5.000000
231:01:31:20.500,-108.000000,252.000000,11.410000,-74.000000,14.000000,-44.000000,21.000000
231:01:28:31.000,-108.000000,252.000000,9.150000,-78.000000,13.000000,-44.000000,17.000000
231:05:19:59.500,-108.000000,252.000000,7.010000,-110.000000,3.000000,-131.000000,2.000000
231:01:02:43.500,-108.000000,252.000000,9.780000,-86.000000,14.000000,-41.000000,9.000000
231:00:22:20.500,-108.000000,252.000000,2.620000,-119.000000,3.000000,57.000000,5.000000
231:05:29:47.500,-108.000000,252.000000,9.220000,-115.000000,9.000000,-97.000000,4.000000
231:05:29:41.500,-107.000000,253.000000,11.800000,-109.000000,10.000000,-146.000000,2.000000
231:05:29:39.000,-107.000000,253.000000,10.630000,-106.000000,10.000000,-65.000000,4.000000
231:01:02:35.000,-107.000000,253.000000,8.640000,-78.000000,6.000000,-29.000000,7.000000
231:01:03:05.000,-107.000000,253.000000,3.780000,-89.000000,11.000000,-56.000000,13.000000
231:05:29:28.000,-107.000000,253.000000,14.080000,-95.000000,10.000000,-67.000000,4.000000
231:01:02:38.000,-106.000000,254.000000,13.310000,-97.000000,12.000000,-35.000000,7.000000
231:01:39:47.000,-106.000000,254.000000,4.540000,-83.000000,7.000000,25.000000,12.000000
231:00:22:05.000,-106.000000,254.000000,2.300000,-118.000000,3.000000,163.000000,5.000000
231:00:21:47.500,-106.000000,254.000000,3.070000,-103.000000,3.000000,119.000000,6.000000
231:00:21:35.000,-106.000000,254.000000,2.620000,-98.000000,5.000000,159.000000,4.000000
231:05:19:50.000,-106.000000,254.000000,7.540000,-86.000000,5.000000,-88.000000,4.000000
231:05:30:47.000,-106.000000,254.000000,8.110000,-91.000000,8.000000,-13.000000,29.000000
231:05:30:23.500,-106.000000,254.000000,11.070000,-94.000000,7.000000,-57.000000,5.000000
231:05:29:42.500,-106.000000,254.000000,12.090000,-111.000000,10.000000,-160.000000,2.000000
231:05:29:35.500,-106.000000,254.000000,11.250000,-104.000000,10.000000,-64.000000,6.000000
231:01:02:44.500,-106.000000,254.000000,9.980000,-76.000000,12.000000,-34.000000,8.000000
231:01:28:37.500,-106.000000,254.000000,7.060000,-81.000000,13.000000,-59.000000,13.000000
231:05:19:42.000,-106.000000,254.000000,8.710000,-98.000000,6.000000,152.000000,2.000000
231:01:39:41.000,-105.000000,255.000000,5.100000,-34.000000,7.000000,53.000000,10.000000
231:00:22:25.500,-105.000000,255.000000,2.440000,134.000000,3.000000,154.000000,3.000000
231:00:21:52.500,-105.000000,255.000000,1.660000,-130.000000,2.000000,85.000000,5.000000
231:00:22:12.000,-105.000000,255.000000,3.200000,-141.000000,4.000000,59.000000,6.000000
231:01:02:36.000,-105.000000,255.000000,12.910000,-81.000000,7.000000,-38.000000,7.000000
231:05:30:44.500,-105.000000,255.000000,10.800000,-100.000000,8.000000,0.000000,4.000000
231:05:29:42.000,-105.000000,255.000000,12.010000,-110.000000,10.000000,-165.000000,2.000000
231:05:29:47.000,-105.000000,255.000000,9.960000,-115.000000,9.000000,-115.000000,3.000000
231:01:03:12.000,-105.000000,255.000000,7.310000,-60.000000,10.000000,-41.000000,12.000000
231:00:20:57.500,-105.000000,255.000000,9.640000,-90.000000,4.000000,158.000000,11.000000
231:00:56:42.500,-105.000000,255.000000,6.100000,126.000000,6.000000,25.000000,13.000000
231:05:29:34.500,-105.000000,255.000000,10.550000,-104.000000,11.000000,-57.000000,7.000000
231:05:29:34.000,-105.000000,255.000000,12.580000,-103.000000,11.000000,-55.000000,7.000000
231:05:19:41.500,-105.000000,255.000000,8.700000,-98.000000,6.000000,161.000000,2.000000
231:05:19:37.000,-105.000000,255.000000,9.090000,-95.000000,6.000000,-148.000000,3.000000
231:05:29:48.500,-105.000000,255.000000,10.050000,-115.000000,8.000000,-25.000000,31.000000
231:05:19:43.000,-105.000000,255.000000,8.580000,-96.000000,6.000000,-178.000000,3.000000
231:05:19:20.500,-105.000000,255.000000,8.870000,-96.000000,6.000000,-61.000000,3.000000
231:05:30:25.000,-104.000000,256.000000,11.710000,-92.000000,8.000000,-55.000000,3.000000
231:05:30:21.000,-104.000000,256.000000,11.740000,-93.000000,7.000000,-45.000000,13.000000
231:01:40:27.000,-104.000000,256.000000,2.340000,-36.000000,6.000000,30.000000,8.000000
231:05:19:43.500,-104.000000,256.000000,8.070000,-95.000000,6.000000,-156.000000,3.000000
231:01:24:38.000,-104.000000,256.000000,3.310000,96.000000,14.000000,24.000000,15.000000
231:00:23:00.000,-104.000000,256.000000,5.600000,144.000000,3.000000,33.000000,4.000000
231:05:19:37.500,-104.000000,256.000000,9.160000,-95.000000,6.000000,171.000000,3.000000
