Time,MF2_ANEMOMETER_RELATIVE_WIND_DIRECTION,MF2_ANEMOMETER_WIND_SPEED_KNOTS,SHIP_ANEMOMETER_1_RELATIVE,SHIP_ANEMOMETER_1_WINDSPEED,SHIP_ANEMOMETER_2_RELATIVE,SHIP_ANEMOMETER_2_WINDSPEED,SHIP_ANEMOMETER_3_RELATIVE,SHIP_ANEMOMETER_3_WINDSPEED
239:08:51:41.425,-95,6.7,-156,4,-89,5,-53,5
239:08:51:41.450,-95,6.7,-156,4,-89,5,-54,5
239:08:51:41.475,-95,6.7,-156,4,-89,5,-54,5
239:08:51:41.500,-95,6.7,-156,4,-89,5,-54,5
239:08:51:41.525,-95,6.7,-156,4,-89,5,-54,5
239:08:51:41.550,-101,6.1,-156,4,-89,5,-54,5
239:08:51:41.575,-101,6.1,-156,4,-89,5,-54,5
239:08:51:41.600,-101,6.1,-156,4,-89,5,-54,5
239:08:51:41.625,-101,6.1,-156,4,-89,5,-54,5
239:08:51:41.650,-101,6.1,-156,4,-89,5,-54,5
239:08:51:41.675,-101,6.1,-156,4,-89,4,-54,5
239:08:51:41.700,-101,6.1,-156,4,-89,4,-54,5
239:08:51:41.725,-101,6.1,-156,4,-89,4,-55,5
239:08:51:41.750,-101,6.1,-156,4,-89,4,-55,5
239:08:51:41.775,-101,6.1,-156,4,-89,4,-55,5
239:08:51:41.800,-101,6.1,-156,4,-89,4,-55,5
239:08:51:41.825,-101,6.1,-156,4,-89,4,-55,5
239:08:51:41.850,-101,6.1,-159,4,-89,4,-55,5
239:08:51:41.875,-101,6.1,-159,4,-89,4,-55,5
239:08:51:41.900,-101,6.1,-159,4,-89,4,-55,5
239:08:51:41.925,-101,6.1,-159,4,-89,4,-55,5
239:08:51:41.950,-101,6.1,-159,4,-89,4,-56,5
239:08:51:41.975,-101,6.1,-159,4,-89,4,-56,5
239:08:51:42.000,-101,6.1,-159,4,-89,4,-56,5
239:08:51:42.025,-101,6.1,-159,4,-89,4,-56,5
239:08:51:42.050,-96,6.4,-159,4,-89,4,-56,5
239:08:51:42.075,-96,6.4,-159,4,-89,4,-56,5
239:08:51:42.100,-96,6.4,-159,4,-89,4,-56,5
239:08:51:42.125,-96,6.4,-156,4,-89,4,-56,5
239:08:51:42.150,-96,6.4,-156,4,-89,4,-56,5
239:08:51:42.175,-96,6.4,-156,4,-89,4,-56,5
239:08:51:42.200,-96,6.4,-156,4,-89,4,-57,5
239:08:51:42.225,-96,6.4,-156,4,-89,4,-57,5
239:08:51:42.250,-96,6.4,-156,4,-89,4,-57,5
239:08:51:42.275,-96,6.4,-156,4,-89,4,-57,5
239:08:51:42.300,-96,6.4,-156,4,-89,4,-57,5
239:08:51:42.325,-96,6.4,-156,4,-89,4,-57,5
239:08:51:42.350,-96,6.4,-154,4,-89,4,-57,5
239:08:51:42.375,-96,6.4,-154,4,-89,4,-57,5
239:08:51:42.400,-96,6.4,-154,4,-89,4,-57,5
239:08:51:42.425,-96,6.4,-154,4,-89,4,-57,5
239:08:51:42.450,-96,6.4,-154,4,-89,4,-57,4
239:08:51:42.475,-96,6.4,-154,4,-89,4,-57,4
239:08:51:42.500,-96,6.4,-154,4,-89,4,-57,4
239:08:51:42.525,-96,6.4,-154,4,-89,4,-57,4
239:08:51:42.550,-96,6.5,-154,4,-89,4,-57,4
239:08:51:42.575,-96,6.5,-154,4,-89,4,-57,4
239:08:51:42.600,-96,6.5,-152,3,-89,4,-57,4
239:08:51:42.625,-96,6.5,-152,3,-89,4,-57,4
239:08:51:42.650,-96,6.5,-152,3,-89,4,-57,4
239:08:51:42.675,-96,6.5,-152,3,-90,4,-57,4
239:08:51:42.700,-96,6.5,-152,3,-90,4,-57,4
239:08:51:42.725,-96,6.5,-152,3,-90,4,-57,4
239:08:51:42.750,-96,6.5,-152,3,-90,4,-57,4
239:08:51:42.775,-96,6.5,-152,3,-90,4,-57,4
239:08:51:42.800,-96,6.5,-152,3,-90,4,-57,4
239:08:51:42.825,-96,6.5,-152,3,-90,4,-57,4
239:08:51:42.850,-96,6.5,-150,4,-90,4,-57,4
239:08:51:42.875,-96,6.5,-150,4,-90,4,-57,4
239:08:51:42.900,-96,6.5,-150,4,-90,4,-57,4
239:08:51:42.925,-96,6.5,-150,4,-91,4,-57,4
239:08:51:42.950,-96,6.5,-150,4,-91,4,-56,5
239:08:51:42.975,-96,6.5,-150,4,-91,4,-56,5
239:08:51:43.000,-96,6.5,-150,4,-91,4,-56,5
239:08:51:43.025,-96,6.5,-150,4,-91,4,-56,5
239:08:51:43.050,-93,6.4,-150,4,-91,4,-56,5
239:08:51:43.075,-93,6.4,-150,4,-91,4,-56,5
239:08:51:43.100,-93,6.4,-149,4,-91,4,-56,5
239:08:51:43.125,-93,6.4,-149,4,-91,4,-56,5
239:08:51:43.150,-93,6.4,-149,4,-91,4,-56,5
239:08:51:43.175,-93,6.4,-149,4,-91,4,-56,5
239:08:51:43.200,-93,6.4,-149,4,-91,4,-56,5
239:08:51:43.225,-93,6.4,-149,4,-91,4,-56,5
239:08:51:43.250,-93,6.4,-149,4,-91,4,-56,5
239:08:51:43.275,-93,6.4,-149,4,-91,4,-56,5
239:08:51:43.300,-93,6.4,-149,4,-91,4,-56,5
239:08:51:43.325,-93,6.4,-149,4,-91,4,-56,5
239:08:51:43.350,-93,6.4,-148,4,-91,4,-56,5
239:08:51:43.375,-93,6.4,-148,4,-91,4,-56,5
239:08:51:43.400,-93,6.4,-148,4,-91,4,-56,5
239:08:51:43.425,-93,6.4,-148,4,-94,4,-56,5
239:08:51:43.450,-93,6.4,-148,4,-94,4,-55,5
239:08:51:43.475,-93,6.4,-148,4,-94,4,-55,5
239:08:51:43.500,-93,6.4,-148,4,-94,4,-55,5
239:08:51:43.525,-93,6.4,-148,4,-94,4,-55,5
239:08:51:43.550,-94,6.6,-148,4,-94,4,-55,5
239:08:51:43.575,-94,6.6,-148,4,-94,4,-55,5
239:08:51:43.600,-94,6.6,-147,5,-94,4,-55,5
239:08:51:43.625,-94,6.6,-147,5,-94,4,-55,5
239:08:51:43.650,-94,6.6,-147,5,-94,4,-55,5
239:08:51:43.675,-94,6.6,-147,5,-94,4,-55,5
239:08:51:43.700,-94,6.6,-147,5,-94,4,-55,5
239:08:51:43.725,-94,6.6,-147,5,-94,4,-54,5
239:08:51:43.750,-94,6.6,-147,5,-94,4,-54,5
239:08:51:43.775,-94,6.6,-147,5,-94,4,-54,5
239:08:51:43.800,-94,6.6,-147,5,-94,4,-54,5
239:08:51:43.825,-94,6.6,-147,5,-94,4,-54,5
239:08:51:43.850,-94,6.6,-147,5,-94,4,-54,5
239:08:51:43.875,-94,6.6,-147,5,-94,4,-54,5
239:08:51:43.900,-94,6.6,-147,5,-96,4,-54,5
239:08:51:43.925,-94,6.6,-147,5,-96,4,-54,5
239:08:51:43.950,-94,6.6,-147,5,-96,4,-54,5
239:08:51:43.975,-94,6.6,-147,5,-96,4,-54,5
239:08:51:44.000,-94,6.6,-147,5,-96,4,-54,5
239:08:51:44.025,-94,6.6,-147,5,-96,4,-54,5
239:08:51:44.050,-96,6.7,-147,5,-96,4,-54,5
239:08:51:44.075,-96,6.7,-147,5,-96,4,-54,5
239:08:51:44.100,-96,6.7,-147,5,-96,4,-54,5
239:08:51:44.125,-96,6.7,-142,5,-96,4,-54,5
239:08:51:44.150,-96,6.7,-142,5,-96,4,-54,5
239:08:51:44.175,-96,6.7,-142,5,-97,4,-54,5
239:08:51:44.200,-96,6.7,-142,5,-97,4,-55,5
239:08:51:44.225,-96,6.7,-142,5,-97,4,-55,5
239:08:51:44.250,-96,6.7,-142,5,-97,4,-55,5
239:08:51:44.275,-96,6.7,-142,5,-97,4,-55,5
239:08:51:44.300,-96,6.7,-142,5,-97,4,-55,5
239:08:51:44.325,-96,6.7,-142,5,-97,4,-55,5
239:08:51:44.350,-96,6.7,-136,4,-97,4,-55,5
239:08:51:44.375,-96,6.7,-136,4,-97,4,-55,5
239:08:51:44.400,-96,6.7,-136,4,-97,4,-55,5
239:08:51:44.425,-96,6.7,-136,4,-98,4,-55,5
239:08:51:44.450,-96,6.7,-136,4,-98,4,-55,5
239:08:51:44.475,-96,6.7,-136,4,-98,4,-55,5
239:08:51:44.500,-96,6.7,-136,4,-98,4,-55,5
239:08:51:44.525,-96,6.7,-136,4,-98,4,-55,5
239:08:51:44.550,-98,6.9,-136,4,-98,4,-55,5
239:08:51:44.575,-98,6.9,-136,4,-98,4,-55,5
239:08:51:44.600,-98,6.9,-136,4,-98,4,-55,5
239:08:51:44.625,-98,6.9,-131,4,-98,4,-55,5
239:08:51:44.650,-98,6.9,-131,4,-98,4,-55,5
239:08:51:44.675,-98,6.9,-131,4,-100,4,-55,5
239:08:51:44.700,-98,6.9,-131,4,-100,4,-55,5
239:08:51:44.725,-98,6.9,-131,4,-100,4,-55,6
239:08:51:44.750,-98,6.9,-131,4,-100,4,-55,6
239:08:51:44.775,-98,6.9,-131,4,-100,4,-55,6
239:08:51:44.800,-98,6.9,-131,4,-100,4,-55,6
239:08:51:44.825,-98,6.9,-131,4,-100,4,-55,6
239:08:51:44.850,-98,6.9,-126,4,-100,4,-55,6
239:08:51:44.875,-98,6.9,-126,4,-100,4,-55,6
239:08:51:44.900,-98,6.9,-126,4,-100,4,-55,6
239:08:51:44.925,-98,6.9,-126,4,-101,4,-55,6
239:08:51:44.950,-98,6.9,-126,4,-101,4,-55,6
239:08:51:44.975,-98,6.9,-126,4,-101,4,-55,6
239:08:51:45.000,-98,6.9,-126,4,-101,4,-55,6
239:08:51:45.025,-98,6.9,-126,4,-101,4,-55,6
239:08:51:45.050,-99,7.2,-126,4,-101,4,-55,6
239:08:51:45.075,-99,7.2,-126,4,-101,4,-55,6
239:08:51:45.100,-99,7.2,-126,4,-101,4,-55,6
239:08:51:45.125,-99,7.2,-126,4,-101,4,-55,6
239:08:51:45.150,-99,7.2,-126,4,-101,4,-55,6
239:08:51:45.175,-99,7.2,-126,4,-102,4,-55,6
239:08:51:45.200,-99,7.2,-126,4,-102,4,-55,6
239:08:51:45.225,-99,7.2,-126,4,-102,4,-55,6
239:08:51:45.250,-99,7.2,-126,4,-102,4,-55,6
239:08:51:45.275,-99,7.2,-126,4,-102,4,-55,6
239:08:51:45.300,-99,7.2,-126,4,-102,4,-55,6
239:08:51:45.325,-99,7.2,-126,4,-102,4,-55,6
239:08:51:45.350,-99,7.2,-126,4,-102,4,-55,6
239:08:51:45.375,-99,7.2,-126,4,-102,4,-55,6
239:08:51:45.400,-99,7.2,-126,4,-102,4,-55,6
239:08:51:45.425,-99,7.2,-126,4,-103,4,-55,6
239:08:51:45.450,-99,7.2,-126,4,-103,4,-54,6
239:08:51:45.475,-99,7.2,-126,4,-103,4,-54,6
239:08:51:45.500,-99,7.2,-126,4,-103,4,-54,6
239:08:51:45.525,-99,7.2,-126,4,-103,4,-54,6
239:08:51:45.550,-101,7.3,-126,4,-103,4,-54,6
239:08:51:45.575,-101,7.3,-126,4,-103,4,-54,6
239:08:51:45.600,-101,7.3,-126,4,-103,4,-54,6
239:08:51:45.625,-101,7.3,-126,4,-103,4,-54,6
239:08:51:45.650,-101,7.3,-126,4,-103,4,-54,6
239:08:51:45.675,-101,7.3,-126,4,-104,4,-54,6
239:08:51:45.700,-101,7.3,-126,4,-104,4,-54,6
239:08:51:45.725,-101,7.3,-126,4,-104,4,-53,6
239:08:51:45.750,-101,7.3,-126,4,-104,4,-53,6
239:08:51:45.775,-101,7.3,-126,4,-104,4,-53,6
239:08:51:45.800,-101,7.3,-126,4,-104,4,-53,6
239:08:51:45.825,-101,7.3,-126,4,-104,4,-53,6
239:08:51:45.850,-101,7.3,-126,4,-104,4,-53,6
239:08:51:45.875,-101,7.3,-126,4,-104,4,-53,6
239:08:51:45.900,-101,7.3,-126,4,-104,4,-53,6
239:08:51:45.925,-101,7.3,-126,4,-104,4,-53,6
239:08:51:45.950,-101,7.3,-126,4,-104,4,-54,5
239:08:51:45.975,-101,7.3,-126,4,-104,4,-54,5
239:08:51:46.000,-101,7.3,-126,4,-104,4,-54,5
239:08:51:46.025,-101,7.3,-126,4,-104,4,-54,5
239:08:51:46.050,-99,7.9,-126,4,-104,4,-54,5
239:08:51:46.075,-99,7.9,-126,4,-104,4,-54,5
239:08:51:46.100,-99,7.9,-126,4,-104,4,-54,5
239:08:51:46.125,-99,7.9,-126,4,-104,4,-54,5
239:08:51:46.150,-99,7.9,-126,4,-104,4,-54,5
239:08:51:46.175,-99,7.9,-126,4,-105,4,-54,5
239:08:51:46.200,-99,7.9,-126,4,-105,4,-54,5
239:08:51:46.225,-99,7.9,-126,4,-105,4,-55,5
239:08:51:46.250,-99,7.9,-126,4,-105,4,-55,5
239:08:51:46.275,-99,7.9,-126,4,-105,4,-55,5
239:08:51:46.300,-99,7.9,-126,4,-105,4,-55,5
239:08:51:46.325,-99,7.9,-126,4,-105,4,-55,5
239:08:51:46.350,-99,7.9,-126,4,-105,4,-55,5
239:08:51:46.375,-99,7.9,-126,4,-105,4,-55,5
239:08:51:46.400,-99,7.9,-126,4,-105,4,-55,5
239:08:51:46.425,-99,7.9,-126,4,-105,4,-55,5
239:08:51:46.450,-99,7.9,-126,4,-105,4,-55,5
239:08:51:46.475,-99,7.9,-126,4,-105,4,-55,5
239:08:51:46.500,-99,7.9,-126,4,-105,4,-55,5
239:08:51:46.525,-99,7.9,-126,4,-105,4,-55,5
239:08:51:46.550,-99,8.1,-126,4,-105,4,-55,5
239:08:51:46.575,-99,8.1,-126,4,-105,4,-55,5
239:08:51:46.600,-99,8.1,-126,4,-105,4,-55,5
239:08:51:46.625,-99,8.1,-126,5,-105,4,-55,5
239:08:51:46.650,-99,8.1,-126,5,-105,4,-55,5
239:08:51:46.675,-99,8.1,-126,5,-105,4,-55,5
239:08:51:46.700,-99,8.1,-126,5,-105,4,-55,5
239:08:51:46.725,-99,8.1,-126,5,-105,4,-54,4
239:08:51:46.750,-99,8.1,-126,5,-105,4,-54,4
239:08:51:46.775,-99,8.1,-126,5,-105,4,-54,4
239:08:51:46.800,-99,8.1,-126,5,-105,4,-54,4
239:08:51:46.825,-99,8.1,-126,5,-105,4,-54,4
239:08:51:46.850,-99,8.1,-126,5,-105,4,-54,4
239:08:51:46.875,-99,8.1,-126,5,-105,4,-54,4
239:08:51:46.900,-99,8.1,-126,5,-105,4,-54,4
239:08:51:46.925,-99,8.1,-126,5,-106,4,-54,4
239:08:51:46.950,-99,8.1,-126,5,-106,4,-55,5
239:08:51:46.975,-99,8.1,-126,5,-106,4,-55,5
239:08:51:47.000,-99,8.1,-126,5,-106,4,-55,5
239:08:51:47.025,-99,8.1,-126,5,-106,4,-55,5
239:08:51:47.050,-100,7.8,-126,5,-106,4,-55,5
239:08:51:47.075,-100,7.8,-126,5,-106,4,-55,5
239:08:51:47.100,-100,7.8,-126,5,-106,4,-55,5
239:08:51:47.125,-100,7.8,-122,5,-106,4,-55,5
239:08:51:47.150,-100,7.8,-122,5,-106,4,-55,5
239:08:51:47.175,-100,7.8,-122,5,-106,5,-55,5
239:08:51:47.200,-100,7.8,-122,5,-106,5,-55,5
239:08:51:47.225,-100,7.8,-122,5,-106,5,-55,5
239:08:51:47.250,-100,7.8,-122,5,-106,5,-55,5
239:08:51:47.275,-100,7.8,-122,5,-106,5,-55,5
239:08:51:47.300,-100,7.8,-122,5,-106,5,-55,5
239:08:51:47.325,-100,7.8,-122,5,-106,5,-55,5
239:08:51:47.350,-100,7.8,-118,5,-106,5,-55,5
239:08:51:47.375,-100,7.8,-118,5,-106,5,-55,5
239:08:51:47.400,-100,7.8,-118,5,-106,5,-55,5
239:08:51:47.425,-100,7.8,-118,5,-106,5,-55,5
239:08:51:47.450,-100,7.8,-118,5,-106,5,-55,5
239:08:51:47.475,-100,7.8,-118,5,-106,5,-55,5
239:08:51:47.500,-100,7.8,-118,5,-106,5,-55,5
239:08:51:47.525,-100,7.8,-118,5,-106,5,-55,5
239:08:51:47.550,-102,7.5,-118,5,-106,5,-55,5
239:08:51:47.575,-102,7.5,-118,5,-106,5,-55,5
239:08:51:47.600,-102,7.5,-118,5,-106,5,-55,5
239:08:51:47.625,-102,7.5,-114,5,-106,5,-55,5
239:08:51:47.650,-102,7.5,-114,5,-106,5,-55,5
239:08:51:47.675,-102,7.5,-114,5,-105,5,-55,5
239:08:51:47.700,-102,7.5,-114,5,-105,5,-55,5
239:08:51:47.725,-102,7.5,-114,5,-105,5,-55,5
239:08:51:47.750,-102,7.5,-114,5,-105,5,-55,5
239:08:51:47.775,-102,7.5,-114,5,-105,5,-55,5
239:08:51:47.800,-102,7.5,-114,5,-105,5,-55,5
239:08:51:47.825,-102,7.5,-114,5,-105,5,-55,5
239:08:51:47.850,-102,7.5,-114,5,-105,5,-55,5
239:08:51:47.875,-102,7.5,-114,5,-105,5,-55,5
239:08:51:47.900,-102,7.5,-114,5,-105,5,-55,5
239:08:51:47.925,-102,7.5,-114,5,-105,5,-55,5
239:08:51:47.950,-102,7.5,-114,5,-105,5,-56,5
239:08:51:47.975,-102,7.5,-114,5,-105,5,-56,5
239:08:51:48.000,-102,7.5,-114,5,-105,5,-56,5
239:08:51:48.025,-102,7.5,-114,5,-105,5,-56,5
239:08:51:48.050,-100,7.3,-114,5,-105,5,-56,5
239:08:51:48.075,-100,7.3,-114,5,-105,5,-56,5
239:08:51:48.100,-100,7.3,-114,5,-105,5,-56,5
239:08:51:48.125,-100,7.3,-118,5,-105,5,-56,5
239:08:51:48.150,-100,7.3,-118,5,-105,5,-56,5
239:08:51:48.175,-100,7.3,-118,5,-105,5,-56,5
239:08:51:48.200,-100,7.3,-118,5,-105,5,-56,5
239:08:51:48.225,-100,7.3,-118,5,-105,5,-58,6
239:08:51:48.250,-100,7.3,-118,5,-105,5,-58,6
239:08:51:48.275,-100,7.3,-118,5,-105,5,-58,6
239:08:51:48.300,-100,7.3,-118,5,-105,5,-58,6
239:08:51:48.325,-100,7.3,-118,5,-105,5,-58,6
239:08:51:48.350,-100,7.3,-118,5,-105,5,-58,6
239:08:51:48.375,-100,7.3,-118,5,-105,5,-58,6
239:08:51:48.400,-100,7.3,-118,5,-105,5,-58,6
239:08:51:48.425,-100,7.3,-118,5,-104,5,-58,6
239:08:51:48.450,-100,7.3,-118,5,-104,5,-58,6
239:08:51:48.475,-100,7.3,-118,5,-104,5,-58,6
239:08:51:48.500,-100,7.3,-118,5,-104,5,-58,6
239:08:51:48.525,-100,7.3,-118,5,-104,5,-58,6
239:08:51:48.550,-97,7.9,-118,5,-104,5,-58,6
239:08:51:48.575,-97,7.9,-118,5,-104,5,-58,6
239:08:51:48.600,-97,7.9,-121,5,-104,5,-58,6
239:08:51:48.625,-97,7.9,-121,5,-104,5,-58,6
239:08:51:48.650,-97,7.9,-121,5,-104,5,-58,6
239:08:51:48.675,-97,7.9,-121,5,-104,5,-58,6
239:08:51:48.700,-97,7.9,-121,5,-104,5,-58,6
239:08:51:48.725,-97,7.9,-121,5,-104,5,-59,6
239:08:51:48.750,-97,7.9,-121,5,-104,5,-59,6
239:08:51:48.775,-97,7.9,-121,5,-104,5,-59,6
239:08:51:48.800,-97,7.9,-121,5,-104,5,-59,6
239:08:51:48.825,-97,7.9,-121,5,-104,5,-59,6
239:08:51:48.850,-97,7.9,-124,5,-104,5,-59,6
239:08:51:48.875,-97,7.9,-124,5,-104,5,-59,6
239:08:51:48.900,-97,7.9,-124,5,-104,5,-59,6
239:08:51:48.925,-97,7.9,-124,5,-103,5,-59,6
239:08:51:48.950,-97,7.9,-124,5,-103,5,-59,6
239:08:51:48.975,-97,7.9,-124,5,-103,5,-59,6
239:08:51:49.000,-97,7.9,-124,5,-103,5,-59,6
239:08:51:49.025,-97,7.9,-124,5,-103,5,-59,6
239:08:51:49.050,-96,7.8,-124,5,-103,5,-59,6
239:08:51:49.075,-96,7.8,-124,5,-103,5,-59,6
239:08:51:49.100,-96,7.8,-125,5,-103,5,-59,6
239:08:51:49.125,-96,7.8,-125,5,-103,5,-59,6
239:08:51:49.150,-96,7.8,-125,5,-102,5,-59,6
239:08:51:49.175,-96,7.8,-125,5,-102,5,-59,6
239:08:51:49.200,-96,7.8,-125,5,-102,5,-59,6
239:08:51:49.225,-96,7.8,-125,5,-102,5,-59,6
239:08:51:49.250,-96,7.8,-125,5,-102,5,-59,6
239:08:51:49.275,-96,7.8,-125,5,-102,5,-59,6
239:08:51:49.300,-96,7.8,-125,5,-102,5,-59,6
239:08:51:49.325,-96,7.8,-125,5,-102,5,-59,6
239:08:51:49.350,-96,7.8,-127,4,-102,5,-59,6
239:08:51:49.375,-96,7.8,-127,4,-102,5,-59,6
239:08:51:49.400,-96,7.8,-127,4,-102,5,-59,6
239:08:51:49.425,-96,7.8,-127,4,-101,5,-59,6
239:08:51:49.450,-96,7.8,-127,4,-101,5,-59,6
239:08:51:49.475,-96,7.8,-127,4,-101,5,-59,6
239:08:51:49.500,-96,7.8,-127,4,-101,5,-59,6
239:08:51:49.525,-96,7.8,-127,4,-101,5,-59,6
239:08:51:49.550,-94,7.4,-127,4,-101,5,-59,6
239:08:51:49.575,-94,7.4,-127,4,-101,5,-59,6
239:08:51:49.600,-94,7.4,-128,4,-101,5,-59,6
239:08:51:49.625,-94,7.4,-128,4,-101,5,-59,6
239:08:51:49.650,-94,7.4,-128,4,-101,5,-59,6
239:08:51:49.675,-94,7.4,-128,4,-101,5,-59,6
239:08:51:49.700,-94,7.4,-128,4,-101,5,-59,6
239:08:51:49.725,-94,7.4,-128,4,-101,5,-59,6
239:08:51:49.750,-94,7.4,-128,4,-101,5,-59,6
239:08:51:49.775,-94,7.4,-128,4,-101,5,-59,6
239:08:51:49.800,-94,7.4,-128,4,-101,5,-59,6
239:08:51:49.825,-94,7.4,-128,4,-101,5,-59,6
239:08:51:49.850,-94,7.4,-128,4,-101,5,-59,6
239:08:51:49.875,-94,7.4,-128,4,-101,5,-59,6
239:08:51:49.900,-94,7.4,-128,4,-101,5,-59,6
239:08:51:49.925,-94,7.4,-128,4,-100,5,-59,6
239:08:51:49.950,-94,7.4,-128,4,-100,5,-59,6
239:08:51:49.975,-94,7.4,-128,4,-100,5,-59,6
239:08:51:50.000,-94,7.4,-128,4,-100,5,-59,6
239:08:51:50.025,-94,7.4,-128,4,-100,5,-59,6
239:08:51:50.050,-93,7.5,-128,4,-100,5,-59,6
239:08:51:50.075,-93,7.5,-128,4,-100,5,-59,6
239:08:51:50.100,-93,7.5,-128,4,-100,5,-59,6
239:08:51:50.125,-93,7.5,-128,5,-100,5,-59,6
239:08:51:50.150,-93,7.5,-128,5,-100,5,-59,6
239:08:51:50.175,-93,7.5,-128,5,-99,5,-59,6
239:08:51:50.200,-93,7.5,-128,5,-99,5,-59,6
239:08:51:50.225,-93,7.5,-128,5,-99,5,-59,6
239:08:51:50.250,-93,7.5,-128,5,-99,5,-59,6
239:08:51:50.275,-93,7.5,-128,5,-99,5,-59,6
239:08:51:50.300,-93,7.5,-128,5,-99,5,-59,6
239:08:51:50.325,-93,7.5,-128,5,-99,5,-59,6
239:08:51:50.350,-93,7.5,-128,5,-99,5,-59,6
239:08:51:50.375,-93,7.5,-128,5,-99,5,-59,6
239:08:51:50.400,-93,7.5,-128,5,-99,5,-59,6
239:08:51:50.425,-93,7.5,-128,5,-99,5,-59,6
239:08:51:50.450,-93,7.5,-128,5,-99,5,-59,6
239:08:51:50.475,-93,7.5,-128,5,-99,5,-59,6
239:08:51:50.500,-93,7.5,-128,5,-99,5,-59,6
239:08:51:50.525,-93,7.5,-128,5,-99,5,-59,6
239:08:51:50.550,-95,7.2,-128,5,-99,5,-59,6
239:08:51:50.575,-95,7.2,-128,5,-99,5,-59,6
239:08:51:50.600,-95,7.2,-128,5,-99,5,-59,6
239:08:51:50.625,-95,7.2,-128,5,-99,5,-59,6
239:08:51:50.650,-95,7.2,-128,5,-99,5,-59,6
239:08:51:50.675,-95,7.2,-128,5,-99,5,-59,6
239:08:51:50.700,-95,7.2,-128,5,-99,5,-59,6
239:08:51:50.725,-95,7.2,-128,5,-99,5,-59,6
239:08:51:50.750,-95,7.2,-128,5,-99,5,-59,6
239:08:51:50.775,-95,7.2,-128,5,-99,5,-59,6
239:08:51:50.800,-95,7.2,-128,5,-99,5,-59,6
239:08:51:50.825,-95,7.2,-128,5,-99,5,-59,6
239:08:51:50.850,-95,7.2,-127,5,-99,5,-59,6
239:08:51:50.875,-95,7.2,-127,5,-99,5,-59,6
239:08:51:50.900,-95,7.2,-127,5,-99,5,-59,6
239:08:51:50.925,-95,7.2,-127,5,-99,5,-59,6
239:08:51:50.950,-95,7.2,-127,5,-99,5,-65,6
239:08:51:50.975,-95,7.2,-127,5,-99,5,-65,6
239:08:51:51.000,-95,7.2,-127,5,-99,5,-65,6
239:08:51:51.025,-95,7.2,-127,5,-99,5,-65,6
239:08:51:51.050,-94,7.3,-127,5,-99,5,-65,6
239:08:51:51.075,-94,7.3,-127,5,-99,5,-65,6
239:08:51:51.100,-94,7.3,-128,5,-99,5,-65,6
239:08:51:51.125,-94,7.3,-128,5,-99,5,-65,6
239:08:51:51.150,-94,7.3,-128,5,-99,5,-65,6
239:08:51:51.175,-94,7.3,-128,5,-99,5,-65,6
239:08:51:51.200,-94,7.3,-128,5,-99,5,-70,5
239:08:51:51.225,-94,7.3,-128,5,-99,5,-70,5
239:08:51:51.250,-94,7.3,-128,5,-99,5,-70,5
239:08:51:51.275,-94,7.3,-128,5,-99,5,-70,5
239:08:51:51.300,-94,7.3,-128,5,-99,5,-70,5
239:08:51:51.325,-94,7.3,-128,5,-99,5,-70,5
239:08:51:51.350,-94,7.3,-128,5,-99,5,-70,5
239:08:51:51.375,-94,7.3,-128,5,-99,5,-70,5
239:08:51:51.400,-94,7.3,-128,5,-99,5,-70,5
239:08:51:51.425,-94,7.3,-128,5,-98,5,-70,5
239:08:51:51.450,-94,7.3,-128,5,-98,5,-74,5
239:08:51:51.475,-94,7.3,-128,5,-98,5,-74,5
239:08:51:51.500,-94,7.3,-128,5,-98,5,-74,5
239:08:51:51.525,-94,7.3,-128,5,-98,5,-74,5
239:08:51:51.550,-96,7.3,-128,5,-98,5,-74,5
239:08:51:51.575,-96,7.3,-128,5,-98,5,-74,5
239:08:51:51.600,-96,7.3,-128,5,-98,5,-74,5
239:08:51:51.625,-96,7.3,-129,5,-98,5,-74,5
239:08:51:51.650,-96,7.3,-129,5,-98,5,-74,5
239:08:51:51.675,-96,7.3,-129,5,-97,4,-74,5
239:08:51:51.700,-96,7.3,-129,5,-97,4,-74,5
239:08:51:51.725,-96,7.3,-129,5,-97,4,-77,4
239:08:51:51.750,-96,7.3,-129,5,-97,4,-77,4
239:08:51:51.775,-96,7.3,-129,5,-97,4,-77,4
239:08:51:51.800,-96,7.3,-129,5,-97,4,-77,4
239:08:51:51.825,-96,7.3,-129,5,-97,4,-77,4
239:08:51:51.850,-96,7.3,-129,5,-97,4,-77,4
239:08:51:51.875,-96,7.3,-129,5,-97,4,-77,4
239:08:51:51.900,-96,7.3,-129,5,-97,4,-77,4
239:08:51:51.925,-96,7.3,-129,5,-97,4,-77,4
239:08:51:51.950,-96,7.3,-129,5,-97,4,-91,4
239:08:51:51.975,-96,7.3,-129,5,-97,4,-91,4
239:08:51:52.000,-96,7.3,-129,5,-97,4,-91,4
239:08:51:52.025,-96,7.3,-129,5,-97,4,-91,4
239:08:51:52.050,-97,7.1,-129,5,-97,4,-91,4
239:08:51:52.075,-97,7.1,-129,5,-97,4,-91,4
239:08:51:52.100,-97,7.1,-129,5,-97,4,-91,4
239:08:51:52.125,-97,7.1,-129,5,-97,4,-91,4
239:08:51:52.150,-97,7.1,-129,5,-96,4,-91,4
239:08:51:52.175,-97,7.1,-129,5,-96,4,-91,4
