Time,MF2_ANEMOMETER_RELATIVE_WIND_DIRECTION,MF2_ANEMOMETER_WIND_SPEED_KNOTS,SHIP_ANEMOMETER_1_RELATIVE,SHIP_ANEMOMETER_1_WINDSPEED,SHIP_ANEMOMETER_2_RELATIVE,SHIP_ANEMOMETER_2_WINDSPEED,SHIP_ANEMOMETER_3_RELATIVE,SHIP_ANEMOMETER_3_WINDSPEED
239:07:58:26.500,5,17.8,-8,20,6,20,-15,19
239:07:58:26.525,5,17.8,-8,20,6,20,-15,19
239:07:58:26.550,5,17.8,-8,20,6,20,-15,19
239:07:58:26.575,5,17.8,-8,20,6,20,-15,19
239:07:58:26.600,5,17.8,-8,20,6,20,-15,19
239:07:58:26.625,5,18.4,-8,20,6,20,-15,19
239:07:58:26.650,5,18.4,-8,20,6,20,-15,19
239:07:58:26.675,5,18.4,-8,20,6,20,-15,19
239:07:58:26.700,5,18.4,-8,20,6,20,-15,19
239:07:58:26.725,5,18.4,-8,20,6,20,-57,20
239:07:58:26.750,5,18.4,-8,20,6,20,-57,20
239:07:58:26.775,5,18.4,-8,20,6,20,-57,20
239:07:58:26.800,5,18.4,-8,20,6,20,-57,20
239:07:58:26.825,5,18.4,-8,20,6,20,-57,20
239:07:58:26.850,5,18.4,-7,20,6,20,-57,20
239:07:58:26.875,5,18.4,-7,20,6,20,-57,20
239:07:58:26.900,5,18.4,-7,20,6,20,-57,20
239:07:58:26.925,5,18.4,-7,20,7,20,-57,20
239:07:58:26.950,5,18.4,-7,20,7,20,-93,19
239:07:58:26.975,5,18.4,-7,20,7,20,-93,19
239:07:58:27.000,5,18.4,-7,20,7,20,-93,19
239:07:58:27.025,5,18.4,-7,20,7,20,-93,19
239:07:58:27.050,5,18.4,-7,20,7,20,-93,19
239:07:58:27.075,5,18.4,-7,20,7,20,-93,19
239:07:58:27.100,5,18.4,-7,20,7,20,-93,19
239:07:58:27.125,3,18,-7,20,7,20,-93,19
239:07:58:27.150,3,18,-7,20,7,20,-93,19
239:07:58:27.175,3,18,-7,20,7,20,-93,19
239:07:58:27.200,3,18,-7,20,7,20,-125,19
239:07:58:27.225,3,18,-7,20,7,20,-125,19
239:07:58:27.250,3,18,-7,20,7,20,-125,19
239:07:58:27.275,3,18,-7,20,7,20,-125,19
239:07:58:27.300,3,18,-7,20,7,20,-125,19
239:07:58:27.325,3,18,-7,20,7,20,-125,19
239:07:58:27.350,3,18,-6,20,7,20,-125,19
239:07:58:27.375,3,18,-6,20,7,20,-125,19
239:07:58:27.400,3,18,-6,20,7,20,-125,19
239:07:58:27.425,3,18,-6,20,8,20,-125,19
239:07:58:27.450,3,18,-6,20,8,20,-153,19
239:07:58:27.475,3,18,-6,20,8,20,-153,19
239:07:58:27.500,3,18,-6,20,8,20,-153,19
239:07:58:27.525,3,18,-6,20,8,20,-153,19
239:07:58:27.550,3,18,-6,20,8,20,-153,19
239:07:58:27.575,3,18,-6,20,8,20,-153,19
239:07:58:27.600,3,18,-6,20,8,20,-153,19
239:07:58:27.625,7,17.2,-6,20,8,20,-153,19
239:07:58:27.650,7,17.2,-6,20,8,20,-153,19
239:07:58:27.675,7,17.2,-6,20,8,20,-153,19
239:07:58:27.700,7,17.2,-6,20,8,20,-153,19
239:07:58:27.725,7,17.2,-6,20,8,20,-176,19
239:07:58:27.750,7,17.2,-6,20,8,20,-176,19
239:07:58:27.775,7,17.2,-6,20,8,20,-176,19
239:07:58:27.800,7,17.2,-6,20,8,20,-176,19
239:07:58:27.825,7,17.2,-6,20,8,20,-176,19
239:07:58:27.850,7,17.2,-27,20,8,20,-176,19
239:07:58:27.875,7,17.2,-27,20,8,20,-176,19
239:07:58:27.900,7,17.2,-27,20,8,20,-176,19
239:07:58:27.925,7,17.2,-27,20,8,20,-176,19
239:07:58:27.950,7,17.2,-27,20,8,20,162,18
239:07:58:27.975,7,17.2,-27,20,8,20,162,18
239:07:58:28.000,7,17.2,-27,20,8,20,162,18
239:07:58:28.025,7,17.2,-27,20,8,20,162,18
239:07:58:28.050,7,17.2,-27,20,8,20,162,18
239:07:58:28.075,7,17.2,-27,20,8,20,162,18
239:07:58:28.100,7,17.2,-24,20,8,20,162,18
239:07:58:28.125,9,18,-24,20,8,20,162,18
239:07:58:28.150,9,18,-24,20,8,20,162,18
239:07:58:28.175,9,18,-24,20,8,20,162,18
239:07:58:28.200,9,18,-24,20,8,20,143,18
239:07:58:28.225,9,18,-24,20,8,20,143,18
239:07:58:28.250,9,18,-24,20,8,20,143,18
239:07:58:28.275,9,18,-24,20,8,20,143,18
239:07:58:28.300,9,18,-24,20,8,20,143,18
239:07:58:28.325,9,18,-24,20,8,20,143,18
239:07:58:28.350,9,18,-22,20,8,20,143,18
239:07:58:28.375,9,18,-22,20,8,20,143,18
239:07:58:28.400,9,18,-22,20,8,20,143,18
239:07:58:28.425,9,18,-22,20,9,20,143,18
239:07:58:28.450,9,18,-22,20,9,20,127,17
239:07:58:28.475,9,18,-22,20,9,20,127,17
239:07:58:28.500,9,18,-22,20,9,20,127,17
239:07:58:28.525,9,18,-22,20,9,20,127,17
239:07:58:28.550,9,18,-22,20,9,20,127,17
239:07:58:28.575,9,18,-22,20,9,20,127,17
239:07:58:28.600,9,18,-20,20,9,20,127,17
239:07:58:28.625,11,18.1,-20,20,9,20,127,17
239:07:58:28.650,11,18.1,-20,20,9,20,127,17
239:07:58:28.675,11,18.1,-20,20,9,20,127,17
239:07:58:28.700,11,18.1,-20,20,9,20,127,17
239:07:58:28.725,11,18.1,-20,20,9,20,113,16
239:07:58:28.750,11,18.1,-20,20,9,20,113,16
239:07:58:28.775,11,18.1,-20,20,9,20,113,16
239:07:58:28.800,11,18.1,-20,20,9,20,113,16
239:07:58:28.825,11,18.1,-20,20,9,20,113,16
239:07:58:28.850,11,18.1,-20,20,9,20,113,16
239:07:58:28.875,11,18.1,-20,20,9,20,113,16
239:07:58:28.900,11,18.1,-20,20,9,20,113,16
239:07:58:28.925,11,18.1,-20,20,9,20,113,16
239:07:58:28.950,11,18.1,-20,20,9,20,100,16
239:07:58:28.975,11,18.1,-20,20,9,20,100,16
239:07:58:29.000,11,18.1,-20,20,9,20,100,16
239:07:58:29.025,11,18.1,-20,20,9,20,100,16
239:07:58:29.050,11,18.1,-20,20,9,20,100,16
239:07:58:29.075,11,18.1,-20,20,9,20,100,16
239:07:58:29.100,11,18.1,-20,20,9,20,100,16
239:07:58:29.125,7,20.2,-18,20,9,20,100,16
239:07:58:29.150,7,20.2,-18,20,9,20,100,16
239:07:58:29.175,7,20.2,-18,20,9,20,100,16
239:07:58:29.200,7,20.2,-18,20,9,20,88,16
239:07:58:29.225,7,20.2,-18,20,9,20,88,16
239:07:58:29.250,7,20.2,-18,20,9,20,88,16
239:07:58:29.275,7,20.2,-18,20,9,20,88,16
239:07:58:29.300,7,20.2,-18,20,9,20,88,16
239:07:58:29.325,7,20.2,-18,20,9,20,88,16
239:07:58:29.350,7,20.2,-16,20,9,20,88,16
239:07:58:29.375,7,20.2,-16,20,9,20,88,16
239:07:58:29.400,7,20.2,-16,20,9,20,88,16
239:07:58:29.425,7,20.2,-16,20,10,20,88,16
239:07:58:29.450,7,20.2,-16,20,10,20,78,16
239:07:58:29.475,7,20.2,-16,20,10,20,78,16
239:07:58:29.500,7,20.2,-16,20,10,20,78,16
239:07:58:29.525,7,20.2,-16,20,10,20,78,16
239:07:58:29.550,7,20.2,-16,20,10,20,78,16
239:07:58:29.575,7,20.2,-16,20,10,20,78,16
239:07:58:29.600,7,20.2,-37,20,10,20,78,16
239:07:58:29.625,4,18.5,-37,20,10,20,78,16
239:07:58:29.650,4,18.5,-37,20,10,20,78,16
239:07:58:29.675,4,18.5,-37,20,9,20,78,16
239:07:58:29.700,4,18.5,-37,20,9,20,78,16
239:07:58:29.725,4,18.5,-37,20,9,20,70,16
239:07:58:29.750,4,18.5,-37,20,9,20,70,16
239:07:58:29.775,4,18.5,-37,20,9,20,70,16
239:07:58:29.800,4,18.5,-37,20,9,20,70,16
239:07:58:29.825,4,18.5,-37,20,9,20,70,16
239:07:58:29.850,4,18.5,-33,20,9,20,70,16
239:07:58:29.875,4,18.5,-33,20,9,20,70,16
239:07:58:29.900,4,18.5,-33,20,9,20,70,16
239:07:58:29.925,4,18.5,-33,20,9,20,70,16
239:07:58:29.950,4,18.5,-33,20,9,20,104,16
239:07:58:29.975,4,18.5,-33,20,9,20,104,16
239:07:58:30.000,4,18.5,-33,20,9,20,104,16
239:07:58:30.025,4,18.5,-33,20,9,20,104,16
239:07:58:30.050,4,18.5,-33,20,9,20,104,16
239:07:58:30.075,4,18.5,-33,20,9,20,104,16
239:07:58:30.100,4,18.5,-30,20,9,20,104,16
239:07:58:30.125,2,17.5,-30,20,9,20,104,16
239:07:58:30.150,2,17.5,-30,20,9,20,104,16
239:07:58:30.175,2,17.5,-30,20,9,20,104,16
239:07:58:30.200,2,17.5,-30,20,9,20,135,15
239:07:58:30.225,2,17.5,-30,20,9,20,135,15
239:07:58:30.250,2,17.5,-30,20,9,20,135,15
239:07:58:30.275,2,17.5,-30,20,9,20,135,15
239:07:58:30.300,2,17.5,-30,20,9,20,135,15
239:07:58:30.325,2,17.5,-30,20,9,20,135,15
239:07:58:30.350,2,17.5,-27,21,9,20,135,15
239:07:58:30.375,2,17.5,-27,21,9,20,135,15
239:07:58:30.400,2,17.5,-27,21,9,20,135,15
239:07:58:30.425,2,17.5,-27,21,9,20,135,15
239:07:58:30.450,2,17.5,-27,21,9,20,161,15
239:07:58:30.475,2,17.5,-27,21,9,20,161,15
239:07:58:30.500,2,17.5,-27,21,9,20,161,15
239:07:58:30.525,2,17.5,-27,21,9,20,161,15
239:07:58:30.550,2,17.5,-27,21,9,20,161,15
239:07:58:30.575,2,17.5,-27,21,9,20,161,15
239:07:58:30.600,2,17.5,-45,21,9,20,161,15
239:07:58:30.625,1,17.5,-45,21,9,20,161,15
239:07:58:30.650,1,17.5,-45,21,9,20,161,15
239:07:58:30.675,1,17.5,-45,21,9,20,161,15
239:07:58:30.700,1,17.5,-45,21,9,20,161,15
239:07:58:30.725,1,17.5,-45,21,9,20,142,15
239:07:58:30.750,1,17.5,-45,21,9,20,142,15
239:07:58:30.775,1,17.5,-45,21,9,20,142,15
239:07:58:30.800,1,17.5,-45,21,9,20,142,15
239:07:58:30.825,1,17.5,-45,21,9,20,142,15
239:07:58:30.850,1,17.5,-40,21,9,20,142,15
239:07:58:30.875,1,17.5,-40,21,9,20,142,15
239:07:58:30.900,1,17.5,-40,21,9,19,142,15
239:07:58:30.925,1,17.5,-40,21,9,19,142,15
239:07:58:30.950,1,17.5,-40,21,9,19,125,15
239:07:58:30.975,1,17.5,-40,21,9,19,125,15
239:07:58:31.000,1,17.5,-40,21,9,19,125,15
239:07:58:31.025,1,17.5,-40,21,9,19,125,15
239:07:58:31.050,1,17.5,-40,21,9,19,125,15
239:07:58:31.075,1,17.5,-40,21,9,19,125,15
239:07:58:31.100,1,17.5,-40,21,9,19,125,15
239:07:58:31.125,1,16.9,-40,21,9,19,125,15
239:07:58:31.150,1,16.9,-40,21,9,19,125,15
239:07:58:31.175,1,16.9,-40,21,9,19,125,15
239:07:58:31.200,1,16.9,-40,21,9,19,111,15
239:07:58:31.225,1,16.9,-40,21,9,19,111,15
239:07:58:31.250,1,16.9,-40,21,9,19,111,15
239:07:58:31.275,1,16.9,-40,21,9,19,111,15
239:07:58:31.300,1,16.9,-40,21,9,19,111,15
239:07:58:31.325,1,16.9,-40,21,9,19,111,15
239:07:58:31.350,1,16.9,-36,21,9,19,111,15
239:07:58:31.375,1,16.9,-36,21,9,19,111,15
239:07:58:31.400,1,16.9,-36,21,9,19,111,15
239:07:58:31.425,1,16.9,-36,21,9,19,111,15
239:07:58:31.450,1,16.9,-36,21,9,19,98,15
239:07:58:31.475,1,16.9,-36,21,9,19,98,15
239:07:58:31.500,1,16.9,-36,21,9,19,98,15
239:07:58:31.525,1,16.9,-36,21,9,19,98,15
239:07:58:31.550,1,16.9,-36,21,9,19,98,15
239:07:58:31.575,1,16.9,-36,21,9,19,98,15
239:07:58:31.600,1,16.9,-55,21,9,19,98,15
239:07:58:31.625,2,16.4,-55,21,9,19,98,15
239:07:58:31.650,2,16.4,-55,21,9,19,98,15
239:07:58:31.675,2,16.4,-55,21,9,19,98,15
239:07:58:31.700,2,16.4,-55,21,9,19,98,15
239:07:58:31.725,2,16.4,-55,21,9,19,87,15
239:07:58:31.750,2,16.4,-55,21,9,19,87,15
239:07:58:31.775,2,16.4,-55,21,9,19,87,15
239:07:58:31.800,2,16.4,-55,21,9,19,87,15
239:07:58:31.825,2,16.4,-55,21,9,19,87,15
239:07:58:31.850,2,16.4,-49,21,9,19,87,15
239:07:58:31.875,2,16.4,-49,21,9,19,87,15
239:07:58:31.900,2,16.4,-49,21,8,19,87,15
239:07:58:31.925,2,16.4,-49,21,8,19,87,15
239:07:58:31.950,2,16.4,-49,21,8,19,120,16
239:07:58:31.975,2,16.4,-49,21,8,19,120,16
239:07:58:32.000,2,16.4,-49,21,8,19,120,16
239:07:58:32.025,2,16.4,-49,21,8,19,120,16
239:07:58:32.050,2,16.4,-49,21,8,19,120,16
239:07:58:32.075,2,16.4,-49,21,8,19,120,16
239:07:58:32.100,2,16.4,-44,21,8,19,120,16
239:07:58:32.125,3,16.3,-44,21,8,19,120,16
239:07:58:32.150,3,16.3,-44,21,8,19,120,16
239:07:58:32.175,3,16.3,-44,21,8,19,120,16
239:07:58:32.200,3,16.3,-44,21,8,19,148,16
239:07:58:32.225,3,16.3,-44,21,8,19,148,16
239:07:58:32.250,3,16.3,-44,21,8,19,148,16
239:07:58:32.275,3,16.3,-44,21,8,19,148,16
239:07:58:32.300,3,16.3,-44,21,8,19,148,16
239:07:58:32.325,3,16.3,-44,21,8,19,148,16
239:07:58:32.350,3,16.3,-40,21,8,19,148,16
239:07:58:32.375,3,16.3,-40,21,8,19,148,16
239:07:58:32.400,3,16.3,-40,21,8,19,148,16
239:07:58:32.425,3,16.3,-40,21,8,19,148,16
239:07:58:32.450,3,16.3,-40,21,8,19,173,16
239:07:58:32.475,3,16.3,-40,21,8,19,173,16
239:07:58:32.500,3,16.3,-40,21,8,19,173,16
239:07:58:32.525,3,16.3,-40,21,8,19,173,16
239:07:58:32.550,3,16.3,-40,21,8,19,173,16
239:07:58:32.575,3,16.3,-40,21,8,19,173,16
239:07:58:32.600,3,16.3,-40,21,8,19,173,16
239:07:58:32.625,4,16.4,-36,21,8,19,173,16
239:07:58:32.650,4,16.4,-36,21,8,19,173,16
239:07:58:32.675,4,16.4,-36,21,8,19,173,16
239:07:58:32.700,4,16.4,-36,21,8,19,173,16
239:07:58:32.725,4,16.4,-36,21,8,19,153,16
239:07:58:32.750,4,16.4,-36,21,8,19,153,16
239:07:58:32.775,4,16.4,-36,21,8,19,153,16
239:07:58:32.800,4,16.4,-36,21,8,19,153,16
239:07:58:32.825,4,16.4,-36,21,8,19,153,16
239:07:58:32.850,4,16.4,-32,21,8,19,153,16
239:07:58:32.875,4,16.4,-32,21,8,19,153,16
239:07:58:32.900,4,16.4,-32,21,8,19,153,16
239:07:58:32.925,4,16.4,-32,21,8,19,153,16
239:07:58:32.950,4,16.4,-32,21,8,19,177,16
239:07:58:32.975,4,16.4,-32,21,8,19,177,16
239:07:58:33.000,4,16.4,-32,21,8,19,177,16
239:07:58:33.025,4,16.4,-32,21,8,19,177,16
239:07:58:33.050,4,16.4,-32,21,8,19,177,16
239:07:58:33.075,4,16.4,-32,21,8,19,177,16
239:07:58:33.100,4,16.4,-32,21,8,19,177,16
239:07:58:33.125,4,16.1,-29,21,8,19,177,16
239:07:58:33.150,4,16.1,-29,21,8,19,177,16
239:07:58:33.175,4,16.1,-29,21,8,19,177,16
239:07:58:33.200,4,16.1,-29,21,8,19,-161,17
239:07:58:33.225,4,16.1,-29,21,8,19,-161,17
239:07:58:33.250,4,16.1,-29,21,8,19,-161,17
239:07:58:33.275,4,16.1,-29,21,8,19,-161,17
239:07:58:33.300,4,16.1,-29,21,8,19,-161,17
239:07:58:33.325,4,16.1,-29,21,8,19,-161,17
239:07:58:33.350,4,16.1,-29,21,8,19,-161,17
239:07:58:33.375,4,16.1,-29,21,8,19,-161,17
239:07:58:33.400,4,16.1,-29,21,8,19,-161,17
239:07:58:33.425,4,16.1,-29,21,9,19,-161,17
239:07:58:33.450,4,16.1,-29,21,9,19,-143,17
239:07:58:33.475,4,16.1,-29,21,9,19,-143,17
239:07:58:33.500,4,16.1,-29,21,9,19,-143,17
239:07:58:33.525,4,16.1,-29,21,9,19,-143,17
239:07:58:33.550,4,16.1,-29,21,9,19,-143,17
239:07:58:33.575,4,16.1,-29,21,9,19,-143,17
239:07:58:33.600,4,16.1,-29,21,9,19,-143,17
239:07:58:33.625,5,16.7,-27,20,9,19,-143,17
239:07:58:33.650,5,16.7,-27,20,9,19,-143,17
239:07:58:33.675,5,16.7,-27,20,9,19,-143,17
239:07:58:33.700,5,16.7,-27,20,9,19,-143,17
239:07:58:33.725,5,16.7,-27,20,9,19,-169,17
239:07:58:33.750,5,16.7,-27,20,9,19,-169,17
239:07:58:33.775,5,16.7,-27,20,9,19,-169,17
239:07:58:33.800,5,16.7,-27,20,9,19,-169,17
239:07:58:33.825,5,16.7,-27,20,9,19,-169,17
239:07:58:33.850,5,16.7,-24,20,9,19,-169,17
239:07:58:33.875,5,16.7,-24,20,9,19,-169,17
239:07:58:33.900,5,16.7,-24,20,9,19,-169,17
239:07:58:33.925,5,16.7,-24,20,9,19,-169,17
239:07:58:33.950,5,16.7,-24,20,9,19,-149,17
239:07:58:33.975,5,16.7,-24,20,9,19,-149,17
239:07:58:34.000,5,16.7,-24,20,9,19,-149,17
239:07:58:34.025,5,16.7,-24,20,9,19,-149,17
239:07:58:34.050,5,16.7,-24,20,9,19,-149,17
239:07:58:34.075,5,16.7,-24,20,9,19,-149,17
239:07:58:34.100,5,16.7,-24,20,9,19,-149,17
239:07:58:34.125,3,17,-22,20,9,19,-149,17
239:07:58:34.150,3,17,-22,20,10,19,-149,17
239:07:58:34.175,3,17,-22,20,10,19,-149,17
239:07:58:34.200,3,17,-22,20,10,19,-131,17
239:07:58:34.225,3,17,-22,20,10,19,-131,17
239:07:58:34.250,3,17,-22,20,10,19,-131,17
239:07:58:34.275,3,17,-22,20,10,19,-131,17
239:07:58:34.300,3,17,-22,20,10,19,-131,17
239:07:58:34.325,3,17,-22,20,10,19,-131,17
239:07:58:34.350,3,17,-20,20,10,19,-131,17
239:07:58:34.375,3,17,-20,20,10,19,-131,17
239:07:58:34.400,3,17,-20,20,10,19,-131,17
239:07:58:34.425,3,17,-20,20,10,19,-131,17
239:07:58:34.450,3,17,-20,20,10,19,-116,17
239:07:58:34.475,3,17,-20,20,10,19,-116,17
239:07:58:34.500,3,17,-20,20,10,19,-116,17
239:07:58:34.525,3,17,-20,20,10,19,-116,17
239:07:58:34.550,3,17,-20,20,10,19,-116,17
239:07:58:34.575,3,17,-20,20,10,19,-116,17
239:07:58:34.600,3,17,-18,20,10,19,-116,17
239:07:58:34.625,4,16.6,-18,20,10,19,-116,17
239:07:58:34.650,4,16.6,-18,20,10,19,-116,17
239:07:58:34.675,4,16.6,-18,20,10,19,-116,17
239:07:58:34.700,4,16.6,-18,20,10,19,-116,17
239:07:58:34.725,4,16.6,-18,20,10,19,-145,17
239:07:58:34.750,4,16.6,-18,20,10,19,-145,17
239:07:58:34.775,4,16.6,-18,20,10,19,-145,17
239:07:58:34.800,4,16.6,-18,20,10,19,-145,17
239:07:58:34.825,4,16.6,-18,20,10,19,-145,17
239:07:58:34.850,4,16.6,-16,20,10,19,-145,17
239:07:58:34.875,4,16.6,-16,20,10,19,-145,17
239:07:58:34.900,4,16.6,-16,20,10,19,-145,17
239:07:58:34.925,4,16.6,-16,20,10,19,-145,17
239:07:58:34.950,4,16.6,-16,20,10,19,-171,17
239:07:58:34.975,4,16.6,-16,20,10,19,-171,17
239:07:58:35.000,4,16.6,-16,20,10,19,-171,17
239:07:58:35.025,4,16.6,-16,20,10,19,-171,17
239:07:58:35.050,4,16.6,-16,20,10,19,-171,17
239:07:58:35.075,4,16.6,-16,20,10,19,-171,17
239:07:58:35.100,4,16.6,-16,20,10,19,-171,17
239:07:58:35.125,3,17.8,-15,20,10,19,-171,17
239:07:58:35.150,3,17.8,-15,20,10,19,-171,17
239:07:58:35.175,3,17.8,-15,20,10,19,-171,17
239:07:58:35.200,3,17.8,-15,20,10,19,166,17
239:07:58:35.225,3,17.8,-15,20,10,19,166,17
239:07:58:35.250,3,17.8,-15,20,10,19,166,17
239:07:58:35.275,3,17.8,-15,20,10,19,166,17
239:07:58:35.300,3,17.8,-15,20,10,19,166,17
239:07:58:35.325,3,17.8,-15,20,10,19,166,17
239:07:58:35.350,3,17.8,-14,20,10,19,166,17
239:07:58:35.375,3,17.8,-14,20,10,19,166,17
239:07:58:35.400,3,17.8,-14,20,10,19,166,17
239:07:58:35.425,3,17.8,-14,20,11,19,166,17
239:07:58:35.450,3,17.8,-14,20,11,19,146,16
239:07:58:35.475,3,17.8,-14,20,11,19,146,16
239:07:58:35.500,3,17.8,-14,20,11,19,146,16
239:07:58:35.525,3,17.8,-14,20,11,19,146,16
239:07:58:35.550,3,17.8,-14,20,11,19,146,16
239:07:58:35.575,3,17.8,-14,20,11,19,146,16
239:07:58:35.600,3,17.8,-14,20,11,19,146,16
239:07:58:35.625,3,17.5,-14,20,11,19,146,16
239:07:58:35.650,3,17.5,-14,20,11,19,146,16
239:07:58:35.675,3,17.5,-14,20,11,19,146,16
239:07:58:35.700,3,17.5,-14,20,11,19,146,16
239:07:58:35.725,3,17.5,-14,20,11,19,130,16
239:07:58:35.750,3,17.5,-14,20,11,19,130,16
239:07:58:35.775,3,17.5,-14,20,11,19,130,16
239:07:58:35.800,3,17.5,-14,20,11,19,130,16
239:07:58:35.825,3,17.5,-14,20,11,19,130,16
239:07:58:35.850,3,17.5,-56,20,11,19,130,16
239:07:58:35.875,3,17.5,-56,20,11,19,130,16
239:07:58:35.900,3,17.5,-56,20,11,19,130,16
239:07:58:35.925,3,17.5,-56,20,11,19,130,16
239:07:58:35.950,3,17.5,-56,20,11,19,114,16
239:07:58:35.975,3,17.5,-56,20,11,19,114,16
239:07:58:36.000,3,17.5,-56,20,11,19,114,16
239:07:58:36.025,3,17.5,-56,20,11,19,114,16
239:07:58:36.050,3,17.5,-56,20,11,19,114,16
239:07:58:36.075,3,17.5,-56,20,11,19,114,16
239:07:58:36.100,3,17.5,-56,20,11,19,114,16
239:07:58:36.125,5,16.7,-49,20,11,19,114,16
239:07:58:36.150,5,16.7,-49,20,11,19,114,16
239:07:58:36.175,5,16.7,-49,20,12,19,114,16
239:07:58:36.200,5,16.7,-49,20,12,19,100,17
239:07:58:36.225,5,16.7,-49,20,12,19,100,17
239:07:58:36.250,5,16.7,-49,20,12,19,100,17
239:07:58:36.275,5,16.7,-49,20,12,19,100,17
239:07:58:36.300,5,16.7,-49,20,12,19,100,17
239:07:58:36.325,5,16.7,-49,20,12,19,100,17
239:07:58:36.350,5,16.7,-44,20,12,19,100,17
239:07:58:36.375,5,16.7,-44,20,12,19,100,17
239:07:58:36.400,5,16.7,-44,20,12,19,100,17
239:07:58:36.425,5,16.7,-44,20,12,19,100,17
239:07:58:36.450,5,16.7,-44,20,12,19,88,17
239:07:58:36.475,5,16.7,-44,20,12,19,88,17
239:07:58:36.500,5,16.7,-44,20,12,19,88,17
239:07:58:36.525,5,16.7,-44,20,12,19,88,17
239:07:58:36.550,5,16.7,-44,20,12,19,88,17
239:07:58:36.575,5,16.7,-44,20,12,19,88,17
239:07:58:36.600,5,16.7,-44,20,12,19,88,17
239:07:58:36.625,6,16.6,-61,20,12,19,88,17
239:07:58:36.650,6,16.6,-61,20,12,19,88,17
239:07:58:36.675,6,16.6,-61,20,12,19,88,17
239:07:58:36.700,6,16.6,-61,20,12,19,88,17
239:07:58:36.725,6,16.6,-61,20,12,19,79,17
239:07:58:36.750,6,16.6,-61,20,12,19,79,17
239:07:58:36.775,6,16.6,-61,20,12,19,79,17
239:07:58:36.800,6,16.6,-61,20,12,19,79,17
239:07:58:36.825,6,16.6,-61,20,12,19,79,17
239:07:58:36.850,6,16.6,-75,20,12,19,79,17
239:07:58:36.875,6,16.6,-75,20,12,19,79,17
239:07:58:36.900,6,16.6,-75,20,12,19,79,17
239:07:58:36.925,6,16.6,-75,20,12,19,79,17
239:07:58:36.950,6,16.6,-75,20,12,19,69,17
239:07:58:36.975,6,16.6,-75,20,12,19,69,17
239:07:58:37.000,6,16.6,-75,20,12,19,69,17
239:07:58:37.025,6,16.6,-75,20,12,19,69,17
239:07:58:37.050,6,16.6,-75,20,12,19,69,17
239:07:58:37.075,6,16.6,-75,20,12,19,69,17
239:07:58:37.100,6,16.6,-75,20,12,19,69,17
239:07:58:37.125,7,17,-67,20,12,19,69,17
239:07:58:37.150,7,17,-67,20,12,19,69,17
239:07:58:37.175,7,17,-67,20,11,19,69,17
239:07:58:37.200,7,17,-67,20,11,19,61,17
239:07:58:37.225,7,17,-67,20,11,19,61,17
239:07:58:37.250,7,17,-67,20,11,19,61,17
239:07:58:37.275,7,17,-67,20,11,19,61,17
239:07:58:37.300,7,17,-67,20,11,19,61,17
239:07:58:37.325,7,17,-67,20,11,19,61,17
239:07:58:37.350,7,17,-59,20,11,19,61,17
239:07:58:37.375,7,17,-59,20,11,19,61,17
239:07:58:37.400,7,17,-59,20,11,19,61,17
239:07:58:37.425,7,17,-59,20,12,19,61,17
239:07:58:37.450,7,17,-59,20,12,19,54,17
239:07:58:37.475,7,17,-59,20,12,19,54,17
239:07:58:37.500,7,17,-59,20,12,19,54,17
239:07:58:37.525,7,17,-59,20,12,19,54,17
239:07:58:37.550,7,17,-59,20,12,19,54,17
239:07:58:37.575,7,17,-59,20,12,19,54,17
239:07:58:37.600,7,17,-59,20,12,19,54,17
239:07:58:37.625,10,17.2,-95,20,12,19,54,17
239:07:58:37.650,10,17.2,-95,20,12,19,54,17
239:07:58:37.675,10,17.2,-95,20,12,19,54,17
239:07:58:37.700,10,17.2,-95,20,12,19,54,17
239:07:58:37.725,10,17.2,-95,20,12,19,49,17
239:07:58:37.750,10,17.2,-95,20,12,19,49,17
239:07:58:37.775,10,17.2,-95,20,12,19,49,17
239:07:58:37.800,10,17.2,-95,20,12,19,49,17
239:07:58:37.825,10,17.2,-95,20,12,19,49,17
239:07:58:37.850,10,17.2,-95,20,12,19,49,17
239:07:58:37.875,10,17.2,-95,20,12,19,49,17
239:07:58:37.900,10,17.2,-95,20,12,19,49,17
239:07:58:37.925,10,17.2,-95,20,11,19,49,17
239:07:58:37.950,10,17.2,-95,20,11,19,86,17
239:07:58:37.975,10,17.2,-95,20,11,19,86,17
239:07:58:38.000,10,17.2,-95,20,11,19,86,17
239:07:58:38.025,10,17.2,-95,20,11,19,86,17
239:07:58:38.050,10,17.2,-95,20,11,19,86,17
239:07:58:38.075,10,17.2,-95,20,11,19,86,17
239:07:58:38.100,10,17.2,-95,20,11,19,86,17
239:07:58:38.125,10,17.3,-84,20,11,19,86,17
239:07:58:38.150,10,17.3,-84,20,11,19,86,17
239:07:58:38.175,10,17.3,-84,20,12,19,86,17
239:07:58:38.200,10,17.3,-84,20,12,19,86,17
239:07:58:38.225,10,17.3,-84,20,12,19,118,17
239:07:58:38.250,10,17.3,-84,20,12,19,118,17
239:07:58:38.275,10,17.3,-84,20,12,19,118,17
239:07:58:38.300,10,17.3,-84,20,12,19,118,17
239:07:58:38.325,10,17.3,-84,20,12,19,118,17
239:07:58:38.350,10,17.3,-74,20,12,19,118,17
239:07:58:38.375,10,17.3,-74,20,12,19,118,17
