Time,MF2_ANEMOMETER_RELATIVE_WIND_DIRECTION,MF2_ANEMOMETER_WIND_SPEED_KNOTS,SHIP_ANEMOMETER_1_RELATIVE,SHIP_ANEMOMETER_1_WINDSPEED,SHIP_ANEMOMETER_2_RELATIVE,SHIP_ANEMOMETER_2_WINDSPEED,SHIP_ANEMOMETER_3_RELATIVE,SHIP_ANEMOMETER_3_WINDSPEED
237:23:22:03.000,93,39.4,85,20,132,13,61,19
237:23:22:03.500,95,37.1,85,20,122,16,61,20
237:23:22:04.000,96,34.6,86,21,121,14,61,21
237:23:22:04.500,107,33.2,86,21,120,13,61,21
237:23:22:05.000,109,31.2,84,21,115,14,60,22
237:23:22:05.500,112,28.3,84,22,111,15,61,22
237:23:22:06.000,96,30,84,21,135,15,60,21
237:23:22:06.500,93,31.9,85,21,162,13,60,21
237:23:22:07.000,86,35.1,84,21,146,12,59,21
237:23:22:07.500,92,35,85,21,120,11,59,22
237:23:22:08.000,93,34,84,21,108,11,59,22
237:23:22:08.500,96,31.8,85,21,100,11,60,22
237:23:22:09.000,76,34.5,85,20,100,11,60,22
237:23:22:09.500,70,34.5,86,20,100,11,60,22
237:23:22:10.000,69,37.3,87,19,92,12,60,22
237:23:22:10.500,67,36.9,89,17,84,12,60,22
237:23:22:11.000,69,35.2,84,16,73,10,59,22
237:23:22:11.500,71,36.7,82,16,69,9,59,22
237:23:22:12.000,73,38.1,82,16,74,8,60,21
237:23:22:12.500,72,39.1,83,16,82,8,62,20
237:23:22:13.000,76,38.1,82,17,101,7,62,20
237:23:22:13.500,80,36.9,83,17,108,6,62,19
237:23:22:14.000,83,35.4,83,17,123,6,63,19
237:23:22:14.500,86,35.8,83,17,135,6,63,19
237:23:22:15.000,87,33.5,84,17,142,6,63,20
237:23:22:15.500,87,34,84,17,147,6,63,20
237:23:22:16.000,87,32.6,85,17,139,8,62,22
237:23:22:16.500,85,34.4,86,18,128,11,62,22
237:23:22:17.000,79,36.9,85,18,117,12,62,21
237:23:22:17.500,77,35.8,86,18,109,11,62,21
237:23:22:18.000,78,36.5,84,17,127,10,61,21
237:23:22:18.500,81,35.9,84,17,157,9,61,21
237:23:22:19.000,79,35.3,84,17,163,8,62,20
237:23:22:19.500,80,35.6,83,17,162,8,62,20
237:23:22:20.000,82,34.8,84,17,166,8,62,22
237:23:22:20.500,84,34.6,84,17,167,8,62,22
237:23:22:21.000,84,33.8,84,16,148,9,61,23
237:23:22:21.500,82,33.6,84,16,126,10,61,23
237:23:22:22.000,81,35,83,16,129,11,61,22
237:23:22:22.500,82,35.2,83,15,130,11,62,22
237:23:22:23.000,83,35.8,83,15,122,11,60,22
237:23:22:23.500,83,36.4,83,15,114,11,61,22
237:23:22:24.000,83,35.8,83,16,108,11,62,20
237:23:22:24.500,84,34.3,83,16,104,11,63,18
237:23:22:25.000,82,34.8,83,16,99,11,63,18
237:23:22:25.500,79,33.9,83,16,90,11,64,18
237:23:22:26.000,81,33.2,82,16,93,9,64,17
237:23:22:26.500,82,32.6,82,16,99,8,66,16
237:23:22:27.000,80,32.5,81,16,107,7,67,16
237:23:22:27.500,80,33,82,16,120,6,68,15
237:23:22:28.000,84,33.7,82,16,143,6,68,14
237:23:22:28.500,84,35.1,83,15,165,5,68,12
237:23:22:29.000,79,36.6,83,16,147,5,68,12
237:23:22:29.500,79,36.8,82,16,140,4,68,12
237:23:22:30.000,84,34.8,81,17,158,4,67,12
237:23:22:30.500,88,34.9,81,18,-180,4,67,13
237:23:22:31.000,84,35.5,81,19,159,4,67,14
237:23:22:31.500,89,32.1,82,19,151,4,67,14
237:23:22:32.000,92,30.8,83,19,145,5,68,15
237:23:22:32.500,86,32.5,83,19,144,6,68,15
237:23:22:33.000,86,36,83,18,134,8,67,16
237:23:22:33.500,86,34.9,83,18,125,11,66,17
237:23:22:34.000,89,33.1,82,18,118,11,63,17
237:23:22:34.500,85,36.3,82,17,107,11,61,17
237:23:22:35.000,83,35.2,81,17,100,13,58,18
237:23:22:35.500,82,35.4,81,17,96,14,57,18
237:23:22:36.000,80,35.7,79,17,94,14,60,19
237:23:22:36.500,80,34.9,79,17,92,14,62,19
237:23:22:37.000,83,33.9,79,16,89,15,63,19
237:23:22:37.500,84,34.5,81,16,86,15,65,19
237:23:22:38.000,82,35.5,81,17,103,13,65,20
237:23:22:38.500,79,35.4,81,17,110,12,66,19
237:23:22:39.000,78,34.9,80,17,111,13,67,17
237:23:22:39.500,78,34,80,17,108,15,69,16
237:23:22:40.000,79,32.7,81,17,104,15,69,15
237:23:22:40.500,79,31,81,17,102,15,70,14
237:23:22:41.000,82,30.1,79,17,102,14,69,15
237:23:22:41.500,87,31,78,17,102,12,69,15
237:23:22:42.000,81,32.9,77,17,98,12,69,14
237:23:22:42.500,78,35.5,75,18,94,13,70,13
237:23:22:43.000,79,37,76,17,123,12,71,14
237:23:22:43.500,78,37.7,78,17,171,10,71,15
237:23:22:44.000,78,38.7,78,17,-175,8,71,16
237:23:22:44.500,82,38.6,79,17,-171,7,72,17
237:23:22:45.000,82,38.9,78,17,-178,6,74,17
237:23:22:45.500,89,34.4,79,18,171,6,76,18
237:23:22:46.000,88,33.2,79,18,154,5,76,18
237:23:22:46.500,88,32.4,80,18,139,5,77,18
237:23:22:47.000,95,32.2,80,18,127,7,76,17
237:23:22:47.500,93,31.2,80,17,123,8,68,16
237:23:22:48.000,92,32.1,81,18,118,9,55,15
237:23:22:48.500,88,31.9,81,18,115,8,47,15
237:23:22:49.000,85,34.3,80,17,125,7,46,14
237:23:22:49.500,91,32.8,80,16,129,7,46,13
237:23:22:50.000,94,33.3,80,16,125,7,46,11
237:23:22:50.500,93,32.1,80,15,119,8,46,11
237:23:22:51.000,92,32.2,81,16,123,8,47,13
237:23:22:51.500,89,33,82,16,129,7,47,14
237:23:22:52.000,91,33,82,16,115,7,48,13
237:23:22:52.500,91,33,82,17,92,8,49,14
237:23:22:53.000,93,32.6,82,17,130,7,50,15
237:23:22:53.500,95,34.7,83,17,176,6,51,16
237:23:22:54.000,93,28.8,82,17,-173,6,51,14
237:23:22:54.500,99,27.8,83,17,-155,5,51,14
237:23:22:55.000,112,26.4,83,17,-158,7,52,15
237:23:22:55.500,115,15.9,83,17,-163,8,53,17
237:23:22:56.000,86,7.1,82,16,-157,7,53,18
237:23:22:56.500,95,13.8,83,16,-154,6,55,19
237:23:22:57.000,99,15,84,17,-148,6,56,18
237:23:22:57.500,76,18.5,85,17,-144,5,57,17
237:23:22:58.000,77,24.1,84,16,-144,6,59,16
237:23:22:58.500,73,26.4,85,16,-144,6,61,15
237:23:22:59.000,66,35.5,88,15,178,7,61,14
237:23:22:59.500,66,35.5,89,14,139,7,61,14
237:23:23:00.000,65,36.7,87,14,129,9,60,13
237:23:23:00.500,64,36.9,85,13,129,10,59,14
237:23:23:01.000,62,36.9,84,12,134,9,57,16
237:23:23:01.500,62,37.7,83,11,144,8,56,17
237:23:23:02.000,64,35.6,82,11,131,9,56,19
237:23:23:02.500,69,35.2,80,11,115,10,56,21
237:23:23:03.000,72,33.9,79,12,123,9,56,22
237:23:23:03.500,73,35,78,13,135,8,56,23
237:23:23:04.000,78,35.9,78,13,128,10,56,24
237:23:23:04.500,79,33.3,78,13,117,12,57,23
237:23:23:05.000,78,33.4,76,12,109,11,57,21
237:23:23:05.500,71,35.1,75,12,107,11,57,20
237:23:23:06.000,68,37.1,74,12,108,11,55,21
237:23:23:06.500,68,38,74,12,110,10,55,22
237:23:23:07.000,69,37.7,74,12,109,9,57,23
237:23:23:07.500,70,37.7,73,13,108,9,60,21
237:23:23:08.000,70,37.3,72,13,102,10,63,19
237:23:23:08.500,68,39.2,72,14,96,13,65,18
237:23:23:09.000,65,38,73,14,111,12,65,17
237:23:23:09.500,64,37.3,74,13,124,10,67,17
237:23:23:10.000,65,39.2,76,14,119,10,69,15
237:23:23:10.500,67,39.4,78,14,112,10,71,15
237:23:23:11.000,71,38.8,77,13,109,10,72,14
237:23:23:11.500,73,37.7,77,13,108,9,67,14
237:23:23:12.000,73,38,77,14,107,10,58,12
237:23:23:12.500,72,37.4,77,14,106,12,52,12
237:23:23:13.000,73,37.8,77,14,97,12,48,12
237:23:23:13.500,73,36.4,76,15,88,11,48,13
237:23:23:14.000,73,38.3,77,15,93,11,50,14
237:23:23:14.500,77,38.9,77,15,96,10,53,13
237:23:23:15.000,78,38.3,76,15,91,10,54,12
237:23:23:15.500,82,37.7,76,16,85,10,56,11
237:23:23:16.000,81,38,76,16,81,12,57,10
237:23:23:16.500,81,37.3,76,16,79,14,58,10
237:23:23:17.000,86,36,76,16,90,13,57,11
237:23:23:17.500,87,34.7,76,17,102,12,58,12
237:23:23:18.000,83,31,77,17,110,11,59,13
237:23:23:18.500,66,38,77,16,118,11,60,14
237:23:23:19.000,72,38.7,78,17,116,11,60,14
237:23:23:19.500,75,39.6,79,17,114,11,60,14
237:23:23:20.000,76,39.2,79,17,115,11,60,13
237:23:23:20.500,75,38.7,79,17,118,10,60,13
237:23:23:21.000,79,38.5,78,17,113,11,60,13
237:23:23:21.500,78,38.8,78,17,105,11,60,13
237:23:23:22.000,80,38.5,78,17,102,11,59,14
237:23:23:22.500,81,38.9,77,17,100,12,60,13
237:23:23:23.000,83,37.5,77,18,101,12,62,12
237:23:23:23.500,81,35.3,78,18,102,12,59,11
237:23:23:24.000,82,34.5,78,18,103,12,53,11
237:23:23:24.500,83,32.4,79,18,103,12,52,12
237:23:23:25.000,81,32.8,79,18,97,11,52,13
237:23:23:25.500,81,33,79,17,94,10,54,13
237:23:23:26.000,84,34.2,78,17,89,9,56,13
237:23:23:26.500,83,35.6,78,17,86,9,57,15
237:23:23:27.000,80,36.8,78,17,87,10,56,18
237:23:23:27.500,81,38.3,78,17,89,11,57,20
237:23:23:28.000,80,37.5,78,17,89,11,56,22
237:23:23:28.500,78,38.7,79,17,89,10,57,21
237:23:23:29.000,78,37.9,80,18,89,9,59,19
237:23:23:29.500,77,36.7,80,18,89,9,61,18
237:23:23:30.000,78,37.6,80,18,89,9,63,17
237:23:23:30.500,82,36.3,81,18,89,11,65,16
237:23:23:31.000,82,35.5,81,17,75,10,64,15
237:23:23:31.500,83,35.5,82,17,61,8,65,15
237:23:23:32.000,81,35.5,82,17,62,8,64,16
237:23:23:32.500,81,35.7,82,17,64,8,64,17
237:23:23:33.000,82,36.1,81,17,75,7,63,19
237:23:23:33.500,79,37.8,82,17,88,7,62,21
237:23:23:34.000,80,38.4,81,17,115,6,61,22
237:23:23:34.500,78,38.7,80,16,126,5,61,22
237:23:23:35.000,78,38.2,79,16,146,5,59,21
237:23:23:35.500,81,37.5,79,16,162,5,59,21
237:23:23:36.000,83,35.9,80,16,178,4,59,21
237:23:23:36.500,78,35.4,81,16,-168,4,60,20
237:23:23:37.000,83,31.4,80,17,-154,4,61,20
237:23:23:37.500,81,33.5,80,17,-131,3,62,21
237:23:23:38.000,81,32.8,80,17,-156,3,62,22
237:23:23:38.500,79,32.9,79,17,172,3,63,22
237:23:23:39.000,80,34.7,79,17,154,3,65,20
237:23:23:39.500,76,33.5,79,17,125,3,66,20
237:23:23:40.000,89,31.9,78,17,111,6,66,19
237:23:23:40.500,92,30.7,78,17,102,8,67,19
237:23:23:41.000,88,32.9,77,17,99,8,66,19
237:23:23:41.500,72,28.9,78,17,99,8,66,19
237:23:23:42.000,80,35.7,78,17,87,9,64,18
237:23:23:42.500,83,34.1,78,17,76,9,65,17
237:23:23:43.000,84,34.5,79,17,96,9,66,16
237:23:23:43.500,83,34,80,17,105,9,68,14
237:23:23:44.000,84,32.7,80,17,104,11,69,13
237:23:23:44.500,87,31.5,81,17,100,14,69,12
237:23:23:45.000,88,31.1,82,17,102,13,69,11
237:23:23:45.500,87,31.5,83,17,104,12,70,11
237:23:23:46.000,86,32.9,83,17,102,13,69,12
237:23:23:46.500,84,33.3,83,16,98,16,69,13
237:23:23:47.000,82,32.8,83,16,92,15,67,14
237:23:23:47.500,70,32.5,83,16,86,13,66,14
237:23:23:48.000,63,36,83,15,82,13,65,14
237:23:23:48.500,67,36.5,83,14,75,13,63,14
237:23:23:49.000,64,36.5,82,14,70,12,60,15
237:23:23:49.500,62,35.7,82,13,67,10,59,16
237:23:23:50.000,67,35.9,81,14,100,8,59,17
237:23:23:50.500,66,37.5,81,14,113,8,61,17
237:23:23:51.000,75,35.3,81,13,125,7,63,17
237:23:23:51.500,78,38,82,13,132,6,65,16
237:23:23:52.000,75,38.9,79,13,120,8,66,16
237:23:23:52.500,76,39.1,78,14,115,8,65,14
237:23:23:53.000,79,39,77,15,112,10,60,12
237:23:23:53.500,81,37.1,77,15,111,11,58,12
237:23:23:54.000,86,34.5,76,15,93,11,55,12
237:23:23:54.500,80,35.3,75,15,79,10,54,13
237:23:23:55.000,69,37,74,15,80,11,52,16
237:23:23:55.500,68,35.8,73,15,82,12,50,19
237:23:23:56.000,68,36.7,72,15,79,13,48,23
237:23:23:56.500,70,36.5,70,16,75,13,47,25
237:23:23:57.000,68,37.2,71,15,78,14,46,27
237:23:23:57.500,68,37.8,72,15,82,15,47,27
237:23:23:58.000,70,38,72,15,82,16,47,27
237:23:23:58.500,74,37.1,73,14,83,17,48,28
237:23:23:59.000,68,38.8,71,16,82,16,49,28
237:23:23:59.500,71,38.8,70,17,81,16,50,28
237:23:24:00.000,71,39.7,71,16,82,16,50,27
237:23:24:00.500,72,38.7,72,16,84,16,51,27
237:23:24:01.000,75,39.2,72,17,83,14,51,27
237:23:24:01.500,73,37.9,73,17,83,14,51,27
237:23:24:02.000,75,35.9,73,18,82,13,51,26
237:23:24:02.500,71,38.2,73,18,81,13,51,25
237:23:24:03.000,71,38,74,17,90,11,49,24
237:23:24:03.500,72,38.9,75,15,98,9,48,22
237:23:24:04.000,74,38.4,74,16,106,9,47,20
237:23:24:04.500,74,36.7,75,16,119,8,48,21
237:23:24:05.000,73,36.8,74,16,114,10,49,23
237:23:24:05.500,74,38.1,74,16,105,13,50,21
237:23:24:06.000,73,37.3,74,15,107,14,50,18
237:23:24:06.500,75,37.5,74,15,110,14,51,18
237:23:24:07.000,75,39,73,15,105,15,51,18
237:23:24:07.500,75,39.2,73,15,99,17,51,20
237:23:24:08.000,74,39.6,73,16,105,15,51,23
237:23:24:08.500,77,40.4,74,16,107,15,51,24
237:23:24:09.000,79,40.3,76,16,112,13,49,23
237:23:24:09.500,80,39.7,77,17,117,11,50,24
237:23:24:10.000,79,39.7,77,17,119,11,50,25
237:23:24:10.500,78,39.2,78,17,119,11,52,25
237:23:24:11.000,76,38.9,78,18,113,11,52,26
237:23:24:11.500,74,38.5,78,18,105,11,53,26
237:23:24:12.000,74,37.3,78,18,112,9,53,27
237:23:24:12.500,74,35.2,77,17,117,8,54,27
237:23:24:13.000,74,38.6,77,17,140,8,54,26
237:23:24:13.500,79,38.1,77,17,177,7,54,25
237:23:24:14.000,77,38.1,77,17,164,8,54,24
237:23:24:14.500,79,38.4,77,17,143,10,54,24
237:23:24:15.000,78,39,77,17,136,10,54,23
237:23:24:15.500,79,39.6,77,16,125,10,56,22
237:23:24:16.000,80,41.2,77,16,112,11,56,21
237:23:24:16.500,80,42.1,78,16,101,13,57,21
237:23:24:17.000,81,42,78,17,100,12,57,22
237:23:24:17.500,82,41.5,78,17,99,11,58,22
237:23:24:18.000,83,41.1,78,18,109,10,58,21
237:23:24:18.500,85,41,79,18,120,9,59,19
237:23:24:19.000,87,38.7,78,19,112,9,59,17
237:23:24:19.500,86,38.8,78,20,109,10,59,19
237:23:24:20.000,85,38.6,79,20,143,9,57,22
237:23:24:20.500,86,38.6,80,20,-179,7,57,24
237:23:24:21.000,87,38.7,80,20,158,12,57,25
237:23:24:21.500,84,39,80,20,140,15,58,26
237:23:24:22.000,85,37.7,79,21,145,14,57,28
237:23:24:22.500,86,39.4,79,21,155,12,58,28
237:23:24:23.000,87,36.8,79,21,146,12,58,26
237:23:24:23.500,90,36.4,80,21,134,13,59,25
237:23:24:24.000,89,37.3,79,20,124,13,59,24
237:23:24:24.500,89,37.1,79,20,109,13,60,23
237:23:24:25.000,90,36.5,79,20,110,12,61,22
237:23:24:25.500,88,37.1,80,21,116,11,63,20
237:23:24:26.000,87,36.9,81,20,170,11,64,19
237:23:24:26.500,87,35.8,81,20,-168,11,65,18
237:23:24:27.000,83,33,81,20,-179,12,65,16
237:23:24:27.500,81,36.8,82,20,159,13,65,17
237:23:24:28.000,84,34.9,81,19,-169,11,64,18
237:23:24:28.500,76,33.6,81,18,-155,10,63,19
237:23:24:29.000,72,34,81,15,-175,10,63,19
237:23:24:29.500,74,34.3,81,15,159,10,63,19
237:23:24:30.000,74,34.4,79,14,134,10,62,19
237:23:24:30.500,77,35,78,14,116,10,63,19
237:23:24:31.000,78,36.5,78,14,114,9,64,18
237:23:24:31.500,81,36.5,77,14,110,8,65,19
237:23:24:32.000,80,37.2,77,14,111,7,64,19
237:23:24:32.500,80,37.2,77,15,112,7,65,19
237:23:24:33.000,79,37,77,15,110,7,65,20
237:23:24:33.500,82,35.3,77,15,108,8,65,21
237:23:24:34.000,76,35.9,77,16,103,10,64,22
237:23:24:34.500,74,33.6,77,16,98,12,65,22
237:23:24:35.000,85,29.3,76,16,91,12,66,21
237:23:24:35.500,83,31.2,76,16,89,13,67,20
237:23:24:36.000,82,33.8,75,16,95,12,67,19
237:23:24:36.500,84,33.2,75,15,103,10,68,18
237:23:24:37.000,81,32.4,75,15,102,10,69,16
237:23:24:37.500,79,29.8,75,15,102,9,69,14
237:23:24:38.000,66,33,74,15,111,9,67,13
237:23:24:38.500,70,32.6,75,15,120,9,69,12
237:23:24:39.000,69,33.1,75,13,118,8,70,11
237:23:24:39.500,73,35,76,13,116,7,70,11
237:23:24:40.000,71,34.4,74,13,115,7,66,11
237:23:24:40.500,73,35.8,74,12,114,7,66,11
237:23:24:41.000,76,38.2,73,12,110,9,66,11
237:23:24:41.500,78,38.9,73,12,106,12,68,11
237:23:24:42.000,75,38.3,72,13,102,12,68,12
237:23:24:42.500,83,38,73,14,95,13,69,12
237:23:24:43.000,85,37.2,73,14,95,12,69,13
237:23:24:43.500,82,36.6,73,14,97,11,67,12
237:23:24:44.000,85,35,74,15,98,12,64,11
237:23:24:44.500,89,31.6,76,15,99,12,61,10
237:23:24:45.000,90,30.8,77,15,88,11,59,9
237:23:24:45.500,79,31.2,78,14,76,10,60,9
237:23:24:46.000,74,31.7,77,14,81,11,61,9
237:23:24:46.500,69,33.2,77,14,83,12,62,10
237:23:24:47.000,76,37.7,76,12,86,11,63,10
237:23:24:47.500,77,37.4,76,12,89,10,65,11
237:23:24:48.000,78,36.7,76,12,105,10,64,12
237:23:24:48.500,75,39.5,77,13,118,9,65,13
237:23:24:49.000,75,37.7,77,14,111,11,64,14
237:23:24:49.500,75,38.6,77,14,101,13,64,16
237:23:24:50.000,75,39.2,76,14,101,12,62,19
237:23:24:50.500,83,38.1,76,14,104,10,62,20
237:23:24:51.000,82,36.7,75,14,114,9,61,21
237:23:24:51.500,91,31.8,75,15,130,8,61,21
237:23:24:52.000,83,33.2,74,15,129,7,61,22
237:23:24:52.500,77,33.6,74,15,125,6,62,21
237:23:24:53.000,85,30.5,73,15,142,6,64,19
237:23:24:53.500,67,32.5,73,15,149,6,65,18
237:23:24:54.000,72,34.2,71,15,134,7,65,19
237:23:24:54.500,70,35.9,71,15,114,9,66,18
237:23:24:55.000,69,38.9,71,15,110,7,67,16
237:23:24:55.500,75,39.2,71,15,109,6,67,15
237:23:24:56.000,78,38.4,71,16,107,9,65,13
237:23:24:56.500,76,39.2,72,16,106,11,59,12
237:23:24:57.000,67,38.3,71,17,96,13,49,13
237:23:24:57.500,75,38.3,71,17,90,14,47,14
237:23:24:58.000,75,38,72,17,108,13,50,15
237:23:24:58.500,66,37.7,73,17,140,10,54,15
237:23:24:59.000,65,36.9,74,17,134,10,58,13
237:23:24:59.500,65,37.3,75,17,131,10,58,13
237:23:25:00.000,69,36.8,76,16,123,10,57,14
237:23:25:00.500,68,38.8,76,15,110,11,57,14
237:23:25:01.000,68,39.2,76,16,121,9,57,13
237:23:25:01.500,68,39.4,76,16,136,8,59,12
237:23:25:02.000,68,39.5,76,15,163,7,60,12
237:23:25:02.500,69,38.6,76,14,175,6,63,12
237:23:25:03.000,69,39,75,14,150,6,65,13
237:23:25:03.500,73,36.9,75,14,131,6,67,14
237:23:25:04.000,71,36.8,74,14,116,7,69,14
237:23:25:04.500,68,37.5,73,14,110,8,69,16
237:23:25:05.000,66,36.1,72,13,98,8,68,18
237:23:25:05.500,68,35.8,71,13,88,8,67,20
237:23:25:06.000,69,35.7,73,13,84,10,66,20
237:23:25:06.500,67,36.5,74,13,82,12,64,21
237:23:25:07.000,69,39.5,74,13,83,12,62,23
237:23:25:07.500,70,39.3,75,13,86,13,61,21
237:23:25:08.000,76,39.4,75,14,86,11,61,19
237:23:25:08.500,78,40,75,15,87,10,55,17
237:23:25:09.000,76,39.4,74,16,86,11,49,15
237:23:25:09.500,77,39.4,74,16,86,12,50,15
237:23:25:10.000,78,39.5,74,16,82,12,51,14
237:23:25:10.500,78,38.7,75,16,81,12,52,15
237:23:25:11.000,77,38.5,75,16,83,13,53,16
237:23:25:11.500,79,37.6,75,16,85,13,52,15
237:23:25:12.000,78,36.5,76,16,82,13,50,14
237:23:25:12.500,78,36.2,76,16,80,13,51,14
237:23:25:13.000,77,35.5,76,16,82,15,52,15
237:23:25:13.500,76,35.8,76,17,83,16,54,16
237:23:25:14.000,78,36.7,76,16,84,17,56,17
237:23:25:14.500,79,37.3,76,16,85,17,57,17
237:23:25:15.000,78,37.4,76,16,86,14,57,17
237:23:25:15.500,78,38,76,16,89,12,57,18
237:23:25:16.000,79,37.8,76,16,91,11,57,19
237:23:25:16.500,82,38.2,76,16,94,10,64,18
237:23:25:17.000,81,37,76,16,122,8,72,16
237:23:25:17.500,79,36.4,76,17,147,7,72,15
237:23:25:18.000,76,34,77,17,160,7,71,14
237:23:25:18.500,63,29.5,77,16,-177,7,67,14
237:23:25:19.000,57,34.3,77,15,151,9,63,15
237:23:25:19.500,56,36.4,77,14,129,10,60,16
237:23:25:20.000,61,39.7,77,14,116,10,58,18
237:23:25:20.500,65,39.3,78,13,110,10,60,18
237:23:25:21.000,68,39.4,78,12,98,11,61,18
237:23:25:21.500,71,39.8,79,12,90,12,61,19
237:23:25:22.000,61,37.7,76,12,85,11,60,20
237:23:25:22.500,63,38.8,74,12,84,11,59,20
237:23:25:23.000,64,36.2,73,12,83,12,57,19
237:23:25:23.500,66,36,74,12,84,13,57,20
237:23:25:24.000,67,35.4,73,12,82,14,56,21
237:23:25:24.500,66,36,73,12,83,15,57,19
237:23:25:25.000,70,36.5,72,12,84,15,57,17
237:23:25:25.500,71,35.4,72,12,86,16,57,15
237:23:25:26.000,68,36.2,71,12,84,16,57,13
237:23:25:26.500,67,38.6,71,12,82,17,54,14
237:23:25:27.000,67,40.9,70,12,81,17,52,15
237:23:25:27.500,68,41,70,13,79,17,45,16
237:23:25:28.000,68,39.5,70,13,85,14,38,18
237:23:25:28.500,68,38.8,70,14,87,13,41,19
237:23:25:29.000,66,38.2,70,14,79,14,44,20
237:23:25:29.500,63,36.7,72,13,76,14,48,21
237:23:25:30.000,66,35.1,73,13,95,12,50,22
237:23:25:30.500,73,32.9,75,13,107,11,51,23
237:23:25:31.000,66,33.6,73,13,105,13,52,24
237:23:25:31.500,67,35.6,72,13,105,14,54,21
237:23:25:32.000,70,38.4,72,12,99,15,56,18
237:23:25:32.500,70,39.7,73,12,94,16,60,16
237:23:25:33.000,73,41.3,73,13,90,16,62,15
237:23:25:33.500,75,41.3,73,14,89,16,62,13
237:23:25:34.000,74,41.4,74,15,91,16,61,12
237:23:25:34.500,68,42.1,75,16,95,16,60,15
237:23:25:35.000,70,40.3,75,16,98,14,58,18
237:23:25:35.500,70,38.8,76,17,110,13,57,18
237:23:25:36.000,78,36.7,76,17,127,12,56,18
237:23:25:36.500,83,33.8,76,17,156,11,56,19
237:23:25:37.000,83,32.9,77,17,122,10,56,20
237:23:25:37.500,78,34.3,77,17,102,9,56,20
237:23:25:38.000,80,34.4,77,17,102,9,55,20
237:23:25:38.500,82,35.5,78,17,102,9,55,19
237:23:25:39.000,80,36.7,79,17,96,12,55,18
237:23:25:39.500,73,38.3,80,17,92,14,54,17
237:23:25:40.000,72,38.6,78,16,91,16,53,16
237:23:25:40.500,71,39.9,77,16,91,16,53,17
237:23:25:41.000,71,40.7,76,16,89,15,52,18
237:23:25:41.500,75,39.4,76,16,87,14,52,21
237:23:25:42.000,86,34.9,75,17,87,12,51,23
237:23:25:42.500,73,28.9,75,17,88,11,52,22
237:23:25:43.000,75,37.3,73,19,87,11,52,21
237:23:25:43.500,81,38.2,74,19,87,11,53,21
237:23:25:44.000,79,38.5,74,19,91,11,54,22
237:23:25:44.500,76,39.3,76,18,92,11,55,20
237:23:25:45.000,76,40.4,78,18,90,12,56,17
237:23:25:45.500,75,41.2,79,18,86,15,57,19
237:23:25:46.000,71,42.9,79,18,86,15,57,21
237:23:25:46.500,73,42.1,79,18,88,14,56,21
237:23:25:47.000,75,41.5,78,18,94,13,54,21
237:23:25:47.500,75,40.3,77,18,97,12,54,23
237:23:25:48.000,74,39.8,76,18,92,14,53,24
237:23:25:48.500,75,39,75,18,97,15,54,26
237:23:25:49.000,75,38.2,75,17,121,12,54,27
237:23:25:49.500,74,36.7,75,17,132,11,53,25
237:23:25:50.000,77,37.3,73,16,142,9,51,24
237:23:25:50.500,74,38.1,73,16,149,8,51,23
237:23:25:51.000,77,37.8,73,14,129,9,51,22
237:23:25:51.500,73,37.7,73,14,115,9,50,22
237:23:25:52.000,72,36.1,74,13,111,10,50,22
237:23:25:52.500,69,34.3,74,13,106,11,50,22
237:23:25:53.000,63,35,73,13,100,13,51,23
237:23:25:53.500,67,39.2,72,13,97,15,51,24
237:23:25:54.000,64,40.5,70,13,95,16,51,26
237:23:25:54.500,66,40.5,71,13,93,18,51,27
237:23:25:55.000,71,40,71,13,91,19,51,28
237:23:25:55.500,73,39.6,72,13,89,19,52,29
237:23:25:56.000,70,42.2,72,14,88,19,53,30
237:23:25:56.500,69,44.2,73,15,88,20,53,29
237:23:25:57.000,74,42.5,73,15,78,18,53,28
237:23:25:57.500,74,42.3,74,16,72,18,54,27
237:23:25:58.000,75,42.4,73,16,71,19,55,26
237:23:25:58.500,75,42,73,17,72,19,57,23
237:23:25:59.000,75,41,72,17,78,18,58,19
237:23:25:59.500,77,40.1,72,17,86,17,58,16
237:23:26:00.000,80,39.7,72,18,87,19,57,14
237:23:26:00.500,80,39.7,73,18,89,20,57,14
237:23:26:01.000,78,41.1,73,19,88,19,56,14
237:23:26:01.500,78,43,73,19,89,19,53,16
237:23:26:02.000,80,41.2,73,19,94,17,51,17
237:23:26:02.500,83,39.9,73,18,107,15,50,18
237:23:26:03.000,85,40.4,74,19,123,14,50,20
237:23:26:03.500,86,39.8,75,19,151,11,50,20
237:23:26:04.000,84,40.2,76,19,137,15,49,21
237:23:26:04.500,83,41.5,77,19,136,16,50,20
237:23:26:05.000,87,40.2,77,19,161,14,49,20
237:23:26:05.500,85,40.6,78,19,172,12,50,20
237:23:26:06.000,86,38.9,77,20,152,14,50,21
237:23:26:06.500,86,39.8,78,20,135,15,51,22
237:23:26:07.000,85,40.4,79,20,118,16,52,22
237:23:26:07.500,88,38.8,80,20,112,16,53,21
237:23:26:08.000,92,38.3,81,20,104,15,54,19
237:23:26:08.500,94,35.5,81,20,101,15,56,19
237:23:26:09.000,86,31.2,82,20,107,13,56,19
237:23:26:09.500,71,35,82,20,111,12,57,20
237:23:26:10.000,70,37.9,83,20,110,12,57,23
237:23:26:10.500,65,39.6,83,20,109,13,58,24
