Time,MF2_ANEMOMETER_RELATIVE_WIND_DIRECTION,MF2_ANEMOMETER_WIND_SPEED_KNOTS,SHIP_ANEMOMETER_1_RELATIVE,SHIP_ANEMOMETER_1_WINDSPEED,SHIP_ANEMOMETER_2_RELATIVE,SHIP_ANEMOMETER_2_WINDSPEED,SHIP_ANEMOMETER_3_RELATIVE,SHIP_ANEMOMETER_3_WINDSPEED
238:00:55:33.000,-13,44.8,-17,49,-121,50,-15,50
238:00:55:33.500,-11,45,-17,50,-94,51,-16,50
238:00:55:34.000,-9,42.3,-17,51,-154,51,-15,50
238:00:55:34.500,-8,42,-17,51,-179,52,-15,51
238:00:55:35.000,-6,43.1,-16,52,141,52,-15,51
238:00:55:35.500,-5,42.7,-15,52,109,52,-15,50
238:00:55:36.000,-8,40.4,-15,51,85,52,-14,50
238:00:55:36.500,-9,40.2,-14,51,67,52,-14,51
238:00:55:37.000,-8,41.1,-14,51,59,51,-14,49
238:00:55:37.500,-10,42,-14,51,46,51,-14,46
238:00:55:38.000,-11,41.2,-14,51,36,51,-13,45
238:00:55:38.500,-8,41,-14,51,28,51,-12,47
238:00:55:39.000,-7,41,-14,51,25,51,-53,47
238:00:55:39.500,-4,41.3,-14,51,20,51,-122,46
238:00:55:40.000,-5,41.1,-13,50,17,50,-133,46
238:00:55:40.500,-9,40.3,-12,49,14,49,-107,46
238:00:55:41.000,-12,40.6,-12,49,12,49,-85,47
238:00:55:41.500,-13,40.9,-12,48,10,49,-68,47
238:00:55:42.000,-11,40.4,-13,48,31,49,-54,47
238:00:55:42.500,-11,41.2,-14,48,105,49,-44,47
238:00:55:43.000,-11,40.1,-14,48,81,49,-78,45
238:00:55:43.500,-10,42.2,-14,48,71,49,-141,42
238:00:55:44.000,-11,45.4,-15,48,56,50,-148,41
238:00:55:44.500,-11,44.7,-15,49,43,51,-118,42
238:00:55:45.000,-10,43.4,-15,50,34,51,-94,44
238:00:55:45.500,-10,41.8,-15,50,26,51,-76,45
238:00:55:46.000,-9,41,-15,50,23,51,-62,45
238:00:55:46.500,-7,40.4,-15,50,18,51,-50,46
238:00:55:47.000,-10,40.1,-14,50,15,51,-41,47
238:00:55:47.500,-10,39.8,-14,50,12,50,-35,48
238:00:55:48.000,-9,40.8,-14,50,11,50,-29,49
238:00:55:48.500,-6,40.9,-14,50,9,50,-26,48
238:00:55:49.000,-6,40.2,-14,49,8,49,-21,48
238:00:55:49.500,-7,40.7,-14,49,7,49,-18,48
238:00:55:50.000,-9,40.4,-13,48,7,49,-53,48
238:00:55:50.500,-3,41,-13,48,6,49,-43,48
238:00:55:51.000,-4,40.6,-12,48,6,48,-36,47
238:00:55:51.500,-3,39.7,-12,47,6,48,-34,46
238:00:55:52.000,-4,39.7,-11,47,6,48,-29,46
238:00:55:52.500,-6,34.6,-11,46,6,48,-25,47
238:00:55:53.000,2,40.3,-10,46,6,47,-20,47
238:00:55:53.500,-4,43.8,-10,47,7,47,-18,45
238:00:55:54.000,-2,44.3,-9,48,7,47,-57,44
238:00:55:54.500,-1,43.3,-9,49,6,47,-126,41
238:00:55:55.000,-1,43.3,-9,49,6,48,-137,40
238:00:55:55.500,3,41.3,-9,50,7,49,-110,40
238:00:55:56.000,4,41,-9,50,7,49,-87,40
238:00:55:56.500,1,40.5,-9,50,8,49,-69,41
238:00:55:57.000,-1,41.8,-8,50,9,49,-134,43
238:00:55:57.500,0,43.6,-8,50,8,48,176,44
238:00:55:58.000,1,43,-8,50,8,47,-179,46
238:00:55:58.500,3,42.9,-7,49,7,48,-139,47
238:00:55:59.000,5,41.7,-47,49,8,48,-146,48
238:00:55:59.500,4,43.3,-42,49,8,48,-113,49
238:00:56:00.000,5,43.2,-33,49,9,48,-169,49
238:00:56:00.500,4,44.3,-27,49,9,48,148,50
238:00:56:01.000,6,42.4,-62,49,10,48,159,48
238:00:56:01.500,6,43,-55,49,10,47,-157,46
238:00:56:02.000,7,41.2,-86,49,10,47,-159,45
238:00:56:02.500,3,42.9,-68,49,11,47,-124,45
238:00:56:03.000,3,41.2,-53,50,11,47,-177,44
238:00:56:03.500,2,40.6,-43,50,10,47,142,44
238:00:56:04.000,2,40.9,-38,50,11,47,154,44
238:00:56:04.500,4,42.5,-30,50,10,46,-159,45
238:00:56:05.000,5,43,-25,50,10,46,-161,46
238:00:56:05.500,6,41.1,-20,50,10,46,-125,46
238:00:56:06.000,5,41.7,-18,50,11,46,-134,46
238:00:56:06.500,5,41.3,-15,50,11,46,-104,47
238:00:56:07.000,7,43.8,-55,50,12,46,-162,47
238:00:56:07.500,7,44.2,-44,50,11,46,154,48
238:00:56:08.000,6,42.4,-75,50,12,47,120,48
238:00:56:08.500,5,41.9,-66,50,12,47,93,48
238:00:56:09.000,4,41.5,-95,50,12,47,73,48
238:00:56:09.500,3,41.1,-75,50,12,46,57,48
238:00:56:10.000,3,40.6,-59,50,12,46,88,48
238:00:56:10.500,4,41.1,-52,50,11,46,150,49
238:00:56:11.000,3,40.7,-41,49,11,46,160,48
238:00:56:11.500,3,41.1,-33,49,11,46,-156,48
238:00:56:12.000,3,39.7,-27,49,11,46,-160,47
238:00:56:12.500,2,39.5,-22,49,10,46,-126,44
238:00:56:13.000,2,39.4,-42,49,10,45,-98,43
238:00:56:13.500,4,40.4,-34,49,10,45,-76,44
238:00:56:14.000,4,42,-28,48,10,44,-97,43
238:00:56:14.500,1,39.9,-23,48,10,44,-76,42
238:00:56:15.000,-4,39,-21,47,10,44,-140,42
238:00:56:15.500,-5,40,-18,47,9,44,171,43
238:00:56:16.000,-6,39.2,-16,48,9,45,176,43
238:00:56:16.500,-5,39.6,-15,48,7,46,-144,42
238:00:56:17.000,-1,39.9,-14,48,7,46,-155,42
238:00:56:17.500,-1,35.3,-14,47,7,46,159,43
238:00:56:18.000,-4,40.5,-12,46,7,46,166,43
238:00:56:18.500,-2,39.8,-12,46,7,46,-152,44
238:00:56:19.000,-5,40.2,-11,46,7,46,-120,43
238:00:56:19.500,-6,40.5,-11,46,7,47,-97,42
238:00:56:20.000,-6,40.1,-11,47,6,47,-77,41
238:00:56:20.500,-4,41.6,-11,47,5,48,-63,40
238:00:56:21.000,-5,40.3,-11,47,6,48,-50,39
238:00:56:21.500,-4,39.8,-11,47,6,48,-39,39
238:00:56:22.000,-6,39.9,-11,48,6,48,-69,39
238:00:56:22.500,-3,40.2,-11,48,5,48,-54,39
238:00:56:23.000,-1,41.3,-11,48,5,48,-80,40
238:00:56:23.500,1,41,-11,48,6,48,-64,42
238:00:56:24.000,-1,43.2,-10,48,6,48,-50,43
238:00:56:24.500,3,40.9,-10,48,7,47,-41,43
238:00:56:25.000,1,38.9,-9,48,8,47,-32,44
238:00:56:25.500,4,41,-7,48,9,47,-26,45
238:00:56:26.000,6,41.9,-47,48,10,47,-101,44
238:00:56:26.500,8,42.9,-41,48,10,47,-160,43
238:00:56:27.000,9,41.3,-53,48,10,46,156,43
238:00:56:27.500,6,41,-42,47,11,46,120,44
238:00:56:28.000,6,37.7,-53,47,11,45,94,46
238:00:56:28.500,4,41.9,-47,48,10,45,74,47
238:00:56:29.000,-1,41.5,-58,48,10,45,58,47
238:00:56:29.500,-4,42,-47,48,9,45,46,46
238:00:56:30.000,-4,39.5,-38,48,9,45,80,46
238:00:56:30.500,-4,43.5,-32,49,8,45,143,45
238:00:56:31.000,-4,43.8,-28,49,8,46,154,45
238:00:56:31.500,-2,41.3,-25,49,7,46,-160,44
238:00:56:32.000,-3,41.3,-21,49,7,47,-162,44
238:00:56:32.500,-3,40.9,-19,49,7,47,-125,44
238:00:56:33.000,-3,40.9,-17,49,8,47,-136,44
238:00:56:33.500,-3,41.4,-16,48,7,47,-107,44
238:00:56:34.000,-4,41,-14,48,7,48,-84,44
238:00:56:34.500,-5,41.8,-13,48,7,48,-67,45
238:00:56:35.000,-8,42.8,-12,48,6,47,-53,45
238:00:56:35.500,-7,41.3,-12,48,6,47,-42,46
238:00:56:36.000,-9,41.4,-12,47,6,47,-72,45
238:00:56:36.500,-7,41.3,-12,48,4,48,-59,43
238:00:56:37.000,-3,41,-12,48,4,48,-48,42
238:00:56:37.500,-1,42,-12,48,4,48,-39,41
238:00:56:38.000,1,40.7,-11,48,5,49,-31,41
238:00:56:38.500,0,40.5,-11,48,6,49,-26,40
238:00:56:39.000,3,42.2,-10,48,7,49,-22,40
238:00:56:39.500,3,42.1,-10,49,8,49,-20,40
238:00:56:40.000,3,42.2,-9,49,9,49,-17,41
238:00:56:40.500,3,43.5,-8,49,9,48,-14,43
238:00:56:41.000,4,44.6,-7,49,10,48,-29,45
238:00:56:41.500,3,44.9,-7,50,10,48,-23,47
238:00:56:42.000,1,43.6,-6,50,10,49,-99,48
238:00:56:42.500,2,42.9,-6,51,10,49,-158,48
238:00:56:43.000,2,42.3,-6,52,10,48,157,49
238:00:56:43.500,1,42.4,-6,51,9,48,121,49
238:00:56:44.000,0,41.2,-6,51,9,48,94,49
238:00:56:44.500,-3,42.5,-6,51,8,48,73,49
238:00:56:45.000,-1,42.2,-6,51,8,47,101,49
238:00:56:45.500,1,42.9,-7,50,7,47,159,49
238:00:56:46.000,2,43,-7,49,7,47,166,49
238:00:56:46.500,-3,42.8,-6,49,7,47,-151,48
238:00:56:47.000,-7,40.8,-6,49,7,47,-136,47
238:00:56:47.500,-7,40.7,-8,49,6,48,-106,46
238:00:56:48.000,-5,41.3,-9,49,5,48,-101,45
238:00:56:48.500,-5,45,-9,49,5,48,-79,44
238:00:56:49.000,-7,41.7,-9,49,5,49,-80,43
238:00:56:49.500,-6,42.2,-10,50,5,49,-64,42
238:00:56:50.000,-7,41.4,-10,50,4,49,-89,41
238:00:56:50.500,-6,44.9,-11,51,4,49,-69,40
238:00:56:51.000,-10,47.3,-10,52,4,49,-72,41
238:00:56:51.500,-13,45,-11,52,4,50,-57,42
238:00:56:52.000,-13,45.1,-12,52,4,51,-64,43
238:00:56:52.500,-12,45.3,-13,53,3,52,-73,43
238:00:56:53.000,-12,46.2,-14,53,3,53,-59,44
238:00:56:53.500,-13,46.8,-14,53,3,53,-48,45
238:00:56:54.000,-15,45.6,-15,54,25,53,-40,45
238:00:56:54.500,-13,46.5,-16,54,100,54,-56,43
238:00:56:55.000,-14,46.6,-16,54,121,54,-46,44
238:00:56:55.500,-14,46.2,-17,54,149,53,-39,46
238:00:56:56.000,-15,46,-17,54,156,53,-34,48
238:00:56:56.500,-14,45.3,-18,54,-158,53,-30,49
238:00:56:57.000,-15,46,-18,54,156,53,-28,50
238:00:56:57.500,-15,45.8,-18,54,121,53,-26,51
238:00:56:58.000,-16,45.6,-18,54,107,53,-24,52
238:00:56:58.500,-16,44.8,-18,54,82,53,-23,52
238:00:56:59.000,-15,45.2,-18,54,107,52,-21,53
238:00:56:59.500,-15,45.1,-18,54,164,52,-20,52
238:00:57:00.000,-14,46,-18,54,144,52,-19,53
238:00:57:00.500,-14,45.4,-18,54,112,52,-18,53
238:00:57:01.000,-14,45.5,-18,54,87,52,-18,53
238:00:57:01.500,-13,45.1,-18,53,67,52,-17,54
238:00:57:02.000,-14,45,-18,53,52,52,-17,54
238:00:57:02.500,-14,44.6,-18,53,46,52,-16,54
238:00:57:03.000,-13,45,-17,53,36,52,-16,53
238:00:57:03.500,-13,44.5,-17,53,28,52,-16,52
238:00:57:04.000,-13,44.7,-17,52,22,52,-16,53
238:00:57:04.500,-13,43.9,-17,52,20,51,-16,54
238:00:57:05.000,-12,43.4,-17,52,16,51,-17,53
238:00:57:05.500,-11,43.5,-17,52,12,51,-17,52
238:00:57:06.000,-12,43.1,-17,52,10,51,-17,51
238:00:57:06.500,-14,44,-17,51,8,51,-17,50
238:00:57:07.000,-13,43.6,-16,51,7,51,-16,51
238:00:57:07.500,-13,43.2,-17,51,6,51,-16,51
238:00:57:08.000,-14,44,-17,51,5,51,-16,51
238:00:57:08.500,-15,43.4,-17,51,4,51,-17,51
238:00:57:09.000,-15,43.3,-17,51,4,51,-17,51
238:00:57:09.500,-14,44.5,-17,52,3,50,-17,51
238:00:57:10.000,-13,44,-17,52,25,51,-18,51
238:00:57:10.500,-14,44.4,-18,52,101,51,-19,51
238:00:57:11.000,-12,44.2,-18,52,78,51,-18,51
238:00:57:11.500,-13,43.9,-18,52,69,51,-18,50
238:00:57:12.000,-12,43.5,-17,52,54,51,-18,50
238:00:57:12.500,-14,42.7,-18,52,42,51,-18,49
238:00:57:13.000,-14,42.1,-18,52,76,51,-17,50
238:00:57:13.500,-14,40.9,-18,52,110,51,-17,50
238:00:57:14.000,-14,40.7,-18,52,126,50,-16,51
238:00:57:14.500,-15,40.7,-18,51,178,50,-16,52
238:00:57:15.000,-14,41.2,-18,51,-179,50,-15,52
238:00:57:15.500,-13,41,-18,50,-139,50,-15,52
238:00:57:16.000,-14,40.5,-18,50,-143,49,-16,51
238:00:57:16.500,-15,41,-18,50,-111,49,-16,50
238:00:57:17.000,-14,41.7,-18,50,-106,49,-16,50
238:00:57:17.500,-15,39.5,-18,50,-83,49,-16,50
238:00:57:18.000,-14,41.7,-18,50,-116,49,-16,50
238:00:57:18.500,-13,41,-18,50,-91,49,-16,49
238:00:57:19.000,-13,42.7,-18,50,-133,49,-16,50
238:00:57:19.500,-13,43.1,-18,50,175,49,-16,50
238:00:57:20.000,-14,42.5,-18,50,179,49,-16,50
238:00:57:20.500,-14,43.4,-18,50,-159,49,-16,50
238:00:57:21.000,-15,44,-18,50,-164,49,-16,50
238:00:57:21.500,-16,42.9,-18,50,-128,50,-16,50
238:00:57:22.000,-15,42.6,-18,51,-137,50,-16,50
238:00:57:22.500,-15,42.5,-19,51,-121,50,-16,50
238:00:57:23.000,-16,42.8,-19,51,-135,50,-17,50
238:00:57:23.500,-18,42.7,-19,51,-106,50,-17,50
238:00:57:24.000,-17,42.7,-19,51,-83,50,-17,51
238:00:57:24.500,-16,42.7,-20,51,-66,50,-17,52
238:00:57:25.000,-17,41.7,-20,51,-58,50,-17,53
238:00:57:25.500,-18,39.6,-21,51,-46,50,-17,53
238:00:57:26.000,-19,38.4,-20,52,-37,50,-17,53
238:00:57:26.500,-19,39.2,-21,51,-30,50,-18,53
238:00:57:27.000,-22,39.2,-21,51,-27,50,-18,53
238:00:57:27.500,-20,42.6,-22,51,-23,50,-18,53
238:00:57:28.000,-19,41.6,-22,51,-18,50,-18,53
238:00:57:28.500,-18,40.8,-23,52,-15,50,-18,52
238:00:57:29.000,-19,42.3,-22,52,-51,50,-18,52
238:00:57:29.500,-17,44.1,-23,52,-45,50,-19,52
238:00:57:30.000,-16,42.5,-22,52,-76,50,-19,52
238:00:57:30.500,-16,41.8,-22,52,-60,50,-19,53
238:00:57:31.000,-17,40.9,-21,52,-85,50,-19,53
238:00:57:31.500,-18,40.8,-21,52,-75,50,-19,53
238:00:57:32.000,-18,41.7,-21,52,-100,50,-19,53
238:00:57:32.500,-18,41.8,-22,52,-79,50,-19,53
238:00:57:33.000,-20,40.9,-22,52,-62,50,-19,52
238:00:57:33.500,-21,40.9,-23,52,-50,50,-18,51
238:00:57:34.000,-20,40.5,-22,52,-44,50,-18,51
238:00:57:34.500,-20,40,-23,52,-36,50,-18,52
238:00:57:35.000,-21,40.7,-23,52,-29,50,-18,52
238:00:57:35.500,-21,40.9,-24,52,-24,50,-18,52
238:00:57:36.000,-21,41.6,-23,52,-22,50,-19,53
238:00:57:36.500,-21,40.3,-24,52,-19,50,-19,53
238:00:57:37.000,-20,40.3,-24,52,-15,50,-19,53
238:00:57:37.500,-20,39,-24,52,-14,49,-19,53
238:00:57:38.000,-19,38.6,-24,52,-12,49,-19,53
238:00:57:38.500,-18,38.6,-24,52,-11,49,-19,52
238:00:57:39.000,-18,38.9,-24,51,-9,49,-20,53
238:00:57:39.500,-18,39,-24,51,-9,48,-20,53
238:00:57:40.000,-17,39.1,-23,50,-8,48,-19,52
238:00:57:40.500,-18,38.9,-23,50,-7,48,-19,52
238:00:57:41.000,-17,39.5,-23,50,-7,47,-19,51
238:00:57:41.500,-19,39,-23,49,-6,47,-19,51
238:00:57:42.000,-19,38.6,-23,49,-6,47,-19,50
238:00:57:42.500,-19,38.5,-23,49,-6,47,-19,50
238:00:57:43.000,-18,38.8,-23,49,-6,47,-20,50
238:00:57:43.500,-18,39.2,-23,49,-6,46,-20,50
238:00:57:44.000,-19,39.1,-23,49,-6,46,-20,49
238:00:57:44.500,-19,39.2,-23,49,-6,47,-20,49
238:00:57:45.000,-19,39.3,-22,49,-5,47,-20,49
238:00:57:45.500,-17,39.7,-23,48,-6,47,-20,49
238:00:57:46.000,-17,39.5,-23,48,-5,47,-20,49
238:00:57:46.500,-18,40.1,-23,49,-5,47,-20,49
238:00:57:47.000,-18,40,-23,49,-5,47,-20,49
238:00:57:47.500,-17,39.1,-23,49,-5,47,-20,49
238:00:57:48.000,-19,39.3,-22,49,-5,47,-20,49
238:00:57:48.500,-18,38.9,-23,48,-6,46,-20,49
238:00:57:49.000,-19,39.9,-22,48,-6,46,-20,49
238:00:57:49.500,-18,40.6,-23,48,-6,46,-20,49
238:00:57:50.000,-17,39.1,-22,48,-6,46,-20,49
238:00:57:50.500,-17,39,-22,48,-6,46,-20,49
238:00:57:51.000,-16,40.5,-22,48,-6,46,-21,49
238:00:57:51.500,-16,40.5,-22,48,-6,47,-21,49
238:00:57:52.000,-16,40.8,-22,48,-6,47,-21,49
238:00:57:52.500,-18,39.7,-22,48,-6,47,-20,49
238:00:57:53.000,-17,39,-21,48,-6,47,-20,50
238:00:57:53.500,-15,40.5,-21,49,-6,46,-20,50
238:00:57:54.000,-18,41.5,-21,49,-6,46,-20,50
238:00:57:54.500,-18,41.3,-21,49,-6,47,-20,50
238:00:57:55.000,-17,39.8,-20,49,-6,48,-20,50
238:00:57:55.500,-16,39.5,-21,49,-6,48,-20,49
238:00:57:56.000,-18,39.7,-21,49,-5,48,-20,49
238:00:57:56.500,-17,40.6,-21,49,-5,48,-20,49
238:00:57:57.000,-15,41.2,-20,49,-5,48,-20,50
238:00:57:57.500,-14,40.5,-21,49,-5,48,-20,50
238:00:57:58.000,-17,40.9,-20,49,-23,48,-20,51
238:00:57:58.500,-14,42.3,-20,49,-21,48,-19,51
238:00:57:59.000,-15,41.4,-20,49,-17,48,-20,51
238:00:57:59.500,-16,41.1,-20,49,-15,49,-20,51
238:00:58:00.000,-18,41,-19,49,-12,49,-20,50
238:00:58:00.500,-17,41.1,-20,49,-11,48,-19,49
238:00:58:01.000,-17,40.6,-20,49,-10,48,-19,48
238:00:58:01.500,-17,39.5,-21,49,-9,48,-18,48
238:00:58:02.000,-16,39.5,-20,50,-8,48,-18,48
238:00:58:02.500,-16,38.9,-21,49,-8,47,-18,48
238:00:58:03.000,-12,38,-20,49,-7,47,-19,49
238:00:58:03.500,-8,37.7,-20,48,-7,47,-19,49
238:00:58:04.000,-11,39.7,-19,48,-48,46,-19,49
238:00:58:04.500,-14,39.8,-18,47,-119,46,-19,49
238:00:58:05.000,-8,41.3,-17,47,-173,45,-19,49
238:00:58:05.500,-7,40.2,-17,47,165,45,-19,49
238:00:58:06.000,-7,38.9,-16,47,127,45,-18,49
238:00:58:06.500,-8,38.1,-15,47,99,45,-18,48
238:00:58:07.000,-9,38.5,-14,46,77,44,-16,46
238:00:58:07.500,-9,39,-14,46,68,44,-15,44
238:00:58:08.000,-7,39.6,-13,46,53,44,-16,42
238:00:58:08.500,-7,41,-13,46,41,45,-17,40
238:00:58:09.000,-6,41.2,-13,46,32,45,-17,40
238:00:58:09.500,-7,39.4,-13,46,26,45,-17,40
238:00:58:10.000,-9,39.4,-13,47,24,46,-77,39
238:00:58:10.500,-8,39.1,-13,47,19,46,-141,38
238:00:58:11.000,-9,39.3,-13,48,15,46,-130,38
238:00:58:11.500,-8,39.4,-14,48,13,47,-103,39
238:00:58:12.000,-8,39.1,-13,48,12,47,-82,40
238:00:58:12.500,-6,39.5,-14,48,9,47,-65,41
238:00:58:13.000,-7,38.5,-14,47,8,47,-53,42
238:00:58:13.500,-8,39.5,-14,47,8,47,-44,43
238:00:58:14.000,-8,39.1,-13,47,7,47,-37,44
238:00:58:14.500,-7,39.2,-13,46,6,47,-31,45
238:00:58:15.000,-8,40.3,-12,46,6,46,-26,45
238:00:58:15.500,-7,39,-12,46,6,46,-22,46
238:00:58:16.000,-8,38.8,-11,46,5,46,-19,46
238:00:58:16.500,-6,40.1,-11,46,5,46,-38,45
238:00:58:17.000,-4,39.2,-11,46,4,46,-111,44
238:00:58:17.500,-3,38,-10,46,4,46,-167,43
238:00:58:18.000,-2,37.1,-10,45,5,45,-150,40
238:00:58:18.500,-2,38.2,-10,45,5,45,-119,38
238:00:58:19.000,-2,38.7,-9,45,5,45,-95,38
238:00:58:19.500,-2,38.1,-9,44,5,45,-77,39
238:00:58:20.000,2,36.4,-8,44,6,44,-61,38
238:00:58:20.500,2,38.8,-8,43,7,44,-70,36
238:00:58:21.000,2,39.1,-8,43,8,44,-73,36
238:00:58:21.500,-2,39.7,-8,44,8,44,-79,36
238:00:58:22.000,0,38,-7,44,8,44,-80,37
238:00:58:22.500,-1,38.6,-8,45,7,43,-84,38
238:00:58:23.000,-2,38.6,-8,44,7,43,-84,38
238:00:58:23.500,-3,38.8,-8,44,6,43,-89,38
238:00:58:24.000,-5,38.1,-8,44,6,43,-149,38
238:00:58:24.500,-5,32.9,-9,43,6,42,164,39
238:00:58:25.000,-3,35.5,-8,43,6,42,-170,38
238:00:58:25.500,3,39.3,-7,43,5,42,-155,37
238:00:58:26.000,2,40.5,-46,43,6,43,-142,35
238:00:58:26.500,1,38.6,-37,43,7,43,-114,33
238:00:58:27.000,-4,40.3,-49,44,7,43,-151,33
238:00:58:27.500,1,40.1,-39,44,7,43,164,35
238:00:58:28.000,7,40.9,-35,44,7,43,-172,33
238:00:58:28.500,3,39,-28,45,7,44,-137,31
238:00:58:29.000,3,39.6,-63,45,7,44,-169,31
238:00:58:29.500,4,40.5,-50,45,7,43,148,32
238:00:58:30.000,6,41.6,-87,45,8,43,177,32
238:00:58:30.500,5,42.9,-69,46,8,44,-143,33
238:00:58:31.000,8,42.8,-54,47,9,44,-173,36
238:00:58:31.500,7,41.3,-42,47,10,44,147,38
238:00:58:32.000,7,42.5,-71,47,10,44,115,39
238:00:58:32.500,6,42.6,-62,47,10,45,92,39
238:00:58:33.000,2,43,-89,47,11,45,72,39
238:00:58:33.500,4,44.6,-70,48,10,45,57,39
238:00:58:34.000,1,41.3,-55,49,11,46,45,40
238:00:58:34.500,1,40.4,-49,49,10,46,35,41
238:00:58:35.000,1,42.5,-39,50,11,47,91,42
238:00:58:35.500,2,42.1,-32,50,10,47,130,43
238:00:58:36.000,2,41.5,-26,49,10,47,160,41
238:00:58:36.500,3,41.7,-22,49,10,46,-159,38
238:00:58:37.000,4,41.2,-19,49,11,46,-123,39
238:00:58:37.500,4,42.2,-16,48,11,47,-118,41
238:00:58:38.000,6,41,-54,48,11,47,-109,43
238:00:58:38.500,4,41.2,-42,49,12,47,-107,44
238:00:58:39.000,3,41.3,-81,49,12,47,-164,45
238:00:58:39.500,1,41.4,-63,49,12,46,153,46
238:00:58:40.000,2,41,-90,49,12,46,119,47
238:00:58:40.500,3,41.6,-71,49,11,46,93,47
238:00:58:41.000,4,40.8,-55,49,11,45,135,47
238:00:58:41.500,4,41,-49,48,11,45,164,47
238:00:58:42.000,6,41.7,-78,48,11,45,-170,47
238:00:58:42.500,6,40.4,-61,47,11,45,-154,46
238:00:58:43.000,7,40.3,-86,47,11,45,160,47
238:00:58:43.500,6,40,-76,46,11,45,124,48
238:00:58:44.000,3,40.1,-99,46,12,44,96,48
238:00:58:44.500,5,38.7,-78,47,12,44,76,48
238:00:58:45.000,4,37.7,-81,47,11,44,59,48
238:00:58:45.500,7,40.3,-64,47,11,44,47,47
238:00:58:46.000,5,39.9,-57,47,11,44,37,47
238:00:58:46.500,6,38.9,-45,47,11,45,29,47
238:00:58:47.000,5,39.3,-76,48,12,45,86,48
238:00:58:47.500,4,40.8,-60,48,12,45,126,48
238:00:58:48.000,8,41.6,-96,48,12,45,98,48
238:00:58:48.500,8,41.3,-75,48,13,46,77,48
238:00:58:49.000,10,40.7,-99,48,13,46,60,48
238:00:58:49.500,8,40.6,-77,48,13,45,47,48
238:00:58:50.000,3,42.3,-98,48,12,45,36,48
238:00:58:50.500,5,43.2,-87,48,12,45,29,48
238:00:58:51.000,3,42.2,-68,48,12,45,23,49
238:00:58:51.500,2,43.3,-54,49,12,46,18,50
238:00:58:52.000,1,44.9,-42,49,11,46,15,50
238:00:58:52.500,2,43.2,-38,49,11,46,12,50
238:00:58:53.000,1,43.7,-30,49,11,46,9,49
238:00:58:53.500,1,43,-25,50,10,46,8,48
238:00:58:54.000,3,41.3,-21,50,10,46,69,48
238:00:58:54.500,4,42.8,-17,50,10,47,113,48
238:00:58:55.000,4,42.2,-16,50,11,46,88,47
238:00:58:55.500,3,42.8,-13,50,11,46,68,47
238:00:58:56.000,3,43.3,-11,50,11,46,116,47
238:00:58:56.500,3,42.2,-10,50,11,46,149,48
238:00:58:57.000,2,44.2,-9,50,11,46,178,48
238:00:58:57.500,0,44.3,-8,50,11,46,-163,48
238:00:58:58.000,1,45.6,-7,50,11,46,-145,48
238:00:58:58.500,1,45.8,-8,50,10,47,-135,48
238:00:58:59.000,0,46,-7,51,10,47,-123,48
238:00:58:59.500,0,45.4,-7,51,10,48,-117,48
238:00:59:00.000,-2,44.9,-7,51,10,49,-109,49
238:00:59:00.500,-2,45.3,-8,52,9,49,-107,49
238:00:59:01.000,0,46.6,-8,52,9,50,-101,50
238:00:59:01.500,0,46.1,-8,52,9,50,-101,50
238:00:59:02.000,-1,44.7,-8,52,8,50,-97,50
238:00:59:02.500,-2,46,-8,52,8,50,-99,50
238:00:59:03.000,-4,44,-8,52,8,50,-158,48
238:00:59:03.500,-2,45.4,-8,53,7,50,156,46
238:00:59:04.000,-3,46.2,-8,53,7,51,-176,45
238:00:59:04.500,-2,48,-9,53,7,51,-158,45
238:00:59:05.000,-3,46.6,-9,53,7,52,-142,45
238:00:59:05.500,-3,45.8,-9,53,7,53,-133,45
238:00:59:06.000,-2,45.6,-9,53,7,53,-122,43
238:00:59:06.500,-1,44.9,-9,53,6,53,-117,41
238:00:59:07.000,-1,45.7,-9,53,7,53,-111,39
238:00:59:07.500,1,45.7,-9,53,7,52,-88,37
238:00:59:08.000,0,44.9,-9,53,8,52,-69,40
238:00:59:08.500,-2,45.2,-8,53,8,52,-76,42
238:00:59:09.000,0,45.7,-8,53,8,51,-78,44
238:00:59:09.500,-1,45.1,-8,53,8,51,-84,46
238:00:59:10.000,-1,44.2,-8,52,8,51,-84,47
238:00:59:10.500,-1,43.6,-8,52,8,51,-87,48
238:00:59:11.000,-3,46.3,-8,52,8,51,-86,47
238:00:59:11.500,-6,43.1,-8,52,7,52,-90,47
238:00:59:12.000,-5,41.8,-8,51,7,51,-89,47
238:00:59:12.500,-5,42.4,-9,51,6,51,-91,48
238:00:59:13.000,-5,42.5,-9,51,6,51,-90,49
238:00:59:13.500,-4,43,-9,50,6,51,-92,49
238:00:59:14.000,-1,43.6,-9,50,6,50,-91,50
238:00:59:14.500,1,43.9,-9,49,6,50,-72,50
238:00:59:15.000,-2,48,-9,49,6,50,-58,49
238:00:59:15.500,1,46.7,-8,49,6,49,-46,49
238:00:59:16.000,0,45,-8,49,7,50,-37,48
238:00:59:16.500,2,44.1,-8,50,7,51,-52,47
238:00:59:17.000,2,44,-7,50,8,51,-60,47
238:00:59:17.500,-4,41.2,-7,50,8,51,-69,46
238:00:59:18.000,-16,36.7,-6,51,7,50,-73,46
238:00:59:18.500,-9,44.3,-6,50,6,48,-80,45
238:00:59:19.000,-10,44.7,-7,50,5,49,-81,45
